"","quantity","estimator","value"
"1","mean","PM",0.0363536912647001
"2","mean","CB",0.0363536912647001
"3","mean","GR",0.0364766597835569
"4","mean","ML",0.0263923068881625
"5","var","PM",0.434158192384944
"6","var","CB",2.74260124938461
"7","var","GR",2.67196544167817
"8","var","ML",11.1755448182885
"9","var","true",1.04391308611758
"10","SSEL","PM",1.51400518254019
"11","SSEL","CB",3.13763411613219
"12","SSEL","GR",3.08453431410757
"13","SSEL","ML",10.0741961499887
"14","WSSEL","PM",75.7002591270093
"15","WSSEL","CB",156.88170580661
"16","WSSEL","GR",154.226715705379
"17","WSSEL","ML",503.709807499434
"18","ISEL","PM",0.219235041376575
"19","ISEL","CB",0.165966385506492
"20","ISEL","GR",0.157961291155625
"21","ISEL","ML",0.383714756733449
"22","SELrank","PM",0.114781391772395
"23","SELrank","CB",0.114781391772395
"24","SELrank","GR",0.11483260284506
"25","SELrank","ML",0.114727720107651
