"","quantity","estimator","value"
"1","mean","PM",-0.00523932137075917
"2","mean","CB",-0.00523932137075917
"3","mean","GR",-0.00524842835470665
"4","mean","ML",-0.00550903145545236
"5","var","PM",0.766993690244327
"6","var","CB",1.01718268195243
"7","var","GR",1.00305672902918
"8","var","ML",1.35035114008862
"9","var","true",1.01654412215022
"10","SSEL","PM",0.255030886576586
"11","SSEL","CB",0.269771666419051
"12","SSEL","GR",0.277425344657019
"13","SSEL","ML",0.331073607880656
"14","WSSEL","PM",12.7515443288293
"15","WSSEL","CB",13.4885833209526
"16","WSSEL","GR",13.871267232851
"17","WSSEL","ML",16.5536803940328
"18","ISEL","PM",0.0127881803347652
"19","ISEL","CB",0.00912009895821274
"20","ISEL","GR",0.00699177377374089
"21","ISEL","ML",0.0122233785998747
"22","SELrank","PM",0.0243712418300654
"23","SELrank","CB",0.0243712418300654
"24","SELrank","GR",0.0244361399461745
"25","SELrank","ML",0.0243563244905805
