"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.0054
"[-5.76,-5.52)",0,3e-04,0,0.007
"[-5.52,-5.28)",0,2e-04,0,0.0068
"[-5.28,-5.04)",0,4e-04,5e-04,0.0072
"[-5.04,-4.8)",0,7e-04,6e-04,0.0079
"[-4.8,-4.56)",0,0.0019,0.0013,0.0083
"[-4.56,-4.32)",0,0.0012,0.0016,0.0098
"[-4.32,-4.08)",0,0.0019,0.0015,0.0103
"[-4.08,-3.84)",0,0.0029,0.003,0.0112
"[-3.84,-3.6)",0,0.0032,0.004,0.0137
"[-3.6,-3.36)",1e-04,0.0058,0.0048,0.0121
"[-3.36,-3.12)",0,0.006,0.0067,0.0188
"[-3.12,-2.88)",2e-04,0.0089,0.0087,0.0155
"[-2.88,-2.64)",5e-04,0.0105,0.0116,0.0182
"[-2.64,-2.4)",7e-04,0.0147,0.0145,0.0212
"[-2.4,-2.16)",0.0021,0.0189,0.0189,0.02
"[-2.16,-1.92)",0.0036,0.0219,0.0236,0.027
"[-1.92,-1.68)",0.0084,0.0294,0.029,0.0231
"[-1.68,-1.44)",0.0152,0.0388,0.0352,0.0218
"[-1.44,-1.2)",0.0265,0.0395,0.0416,0.0274
"[-1.2,-0.96)",0.0464,0.0449,0.0479,0.03
"[-0.96,-0.72)",0.0672,0.0519,0.0538,0.0288
"[-0.72,-0.48)",0.0897,0.0614,0.0599,0.0308
"[-0.48,-0.24)",0.1062,0.065,0.0633,0.0299
"[-0.24,0)",0.1218,0.0694,0.0664,0.0314
"[0,0.24)",0.1278,0.0664,0.0653,0.0312
"[0.24,0.48)",0.1118,0.0643,0.0635,0.0287
"[0.48,0.72)",0.0971,0.0564,0.0591,0.0301
"[0.72,0.96)",0.0718,0.0544,0.0545,0.0266
"[0.96,1.2)",0.0448,0.0485,0.0482,0.0271
"[1.2,1.44)",0.0263,0.041,0.0415,0.0274
"[1.44,1.68)",0.0158,0.0362,0.0358,0.0278
"[1.68,1.92)",0.0076,0.0304,0.029,0.021
"[1.92,2.16)",0.0041,0.0238,0.0246,0.0222
"[2.16,2.4)",0.0019,0.0196,0.0191,0.0228
"[2.4,2.64)",0.0014,0.0123,0.0143,0.0187
"[2.64,2.88)",7e-04,0.0121,0.012,0.0183
"[2.88,3.12)",3e-04,0.0083,0.0089,0.0151
"[3.12,3.36)",0,0.0073,0.0074,0.0157
"[3.36,3.6)",0,0.0056,0.0048,0.0162
"[3.6,3.84)",0,0.0038,0.0038,0.0118
"[3.84,4.08)",0,0.0034,0.0031,0.0107
"[4.08,4.32)",0,0.0016,0.0023,0.0103
"[4.32,4.56)",0,0.0011,0.0017,0.0097
"[4.56,4.8)",0,8e-04,0.0012,0.0089
"[4.8,5.04)",0,9e-04,8e-04,0.007
"[5.04,5.28)",0,6e-04,4e-04,0.0081
"[5.28,5.52)",0,7e-04,0,0.0073
"[5.52,5.76)",0,3e-04,0,0.0057
"[5.76,6)",0,1e-04,1e-04,0.0054
