"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",2e-04,2e-04,2e-04,2e-04
"[-3.84,-3.6)",0,0,0,0
"[-3.6,-3.36)",0,2e-04,0,4e-04
"[-3.36,-3.12)",6e-04,8e-04,6e-04,6e-04
"[-3.12,-2.88)",8e-04,0.001,0.0012,0.0014
"[-2.88,-2.64)",0.0024,0.003,0.002,0.0036
"[-2.64,-2.4)",0.003,0.004,0.0042,0.005
"[-2.4,-2.16)",0.0058,0.007,0.007,0.0082
"[-2.16,-1.92)",0.009,0.0106,0.0114,0.0104
"[-1.92,-1.68)",0.014,0.0154,0.0176,0.0192
"[-1.68,-1.44)",0.0238,0.0288,0.0256,0.033
"[-1.44,-1.2)",0.038,0.034,0.035,0.036
"[-1.2,-0.96)",0.0442,0.0482,0.0478,0.049
"[-0.96,-0.72)",0.0594,0.0594,0.0634,0.065
"[-0.72,-0.48)",0.0834,0.0808,0.0772,0.0764
"[-0.48,-0.24)",0.0926,0.0888,0.0912,0.0836
"[-0.24,0)",0.1056,0.102,0.1002,0.0952
"[0,0.24)",0.1082,0.102,0.0996,0.0942
"[0.24,0.48)",0.1002,0.0954,0.0966,0.0844
"[0.48,0.72)",0.083,0.0836,0.083,0.0844
"[0.72,0.96)",0.071,0.0678,0.0686,0.0678
"[0.96,1.2)",0.05,0.0514,0.052,0.0538
"[1.2,1.44)",0.0374,0.04,0.0394,0.0408
"[1.44,1.68)",0.0258,0.0268,0.028,0.0312
"[1.68,1.92)",0.0166,0.0186,0.0174,0.0208
"[1.92,2.16)",0.0098,0.0098,0.0122,0.0136
"[2.16,2.4)",0.0082,0.0092,0.0096,0.0088
"[2.4,2.64)",0.0018,0.0048,0.0034,0.0066
"[2.64,2.88)",0.0028,0.003,0.0028,0.0028
"[2.88,3.12)",0.0012,0.002,0.0016,0.002
"[3.12,3.36)",2e-04,4e-04,2e-04,6e-04
"[3.36,3.6)",4e-04,4e-04,4e-04,4e-04
"[3.6,3.84)",4e-04,2e-04,4e-04,2e-04
"[3.84,4.08)",0,2e-04,0,2e-04
"[4.08,4.32)",2e-04,2e-04,2e-04,2e-04
"[4.32,4.56)",0,0,0,0
"[4.56,4.8)",0,0,0,0
"[4.8,5.04)",0,0,0,0
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
