"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.039,-0.011
"2","PM",0.1,0.0861999999999999,-0.0138
"3","PM",0.25,0.215,-0.035
"4","PM",0.75,0.761,0.011
"5","PM",0.9,0.9112,0.0112
"6","PM",0.95,0.954999999999999,0.005
"7","CB",0.05,0.046,-0.004
"8","CB",0.1,0.0941999999999999,-0.0058
"9","CB",0.25,0.2274,-0.0226
"10","CB",0.75,0.7516,0.0016
"11","CB",0.9,0.9012,0.0012
"12","CB",0.95,0.9472,-0.0028
"13","GR",0.05,0.0466,-0.0034
"14","GR",0.1,0.0919999999999999,-0.008
"15","GR",0.25,0.229,-0.021
"16","GR",0.75,0.7486,-0.0014
"17","GR",0.9,0.8986,-0.0014
"18","GR",0.95,0.947799999999999,-0.0022
"19","ML",0.05,0.052,0.002
"20","ML",0.1,0.1052,0.0052
"21","ML",0.25,0.2432,-0.0068
"22","ML",0.75,0.7352,-0.0148
"23","ML",0.9,0.8846,-0.0154
"24","ML",0.95,0.9398,-0.0102
