"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0608,0.0108
"2","PM",0.1,0.1152,0.0152
"3","PM",0.25,0.2452,-0.0048
"4","PM",0.75,0.7018,-0.0482
"5","PM",0.9,0.944,0.044
"6","PM",0.95,0.969199999999999,0.0192
"7","CB",0.05,0.0761999999999999,0.0262
"8","CB",0.1,0.138,0.038
"9","CB",0.25,0.2632,0.0132
"10","CB",0.75,0.694,-0.056
"11","CB",0.9,0.9352,0.0352
"12","CB",0.95,0.962199999999999,0.0122
"13","GR",0.05,0.0832,0.0332
"14","GR",0.1,0.1354,0.0354
"15","GR",0.25,0.2584,0.0084
"16","GR",0.75,0.69,-0.06
"17","GR",0.9,0.939,0.039
"18","GR",0.95,0.9652,0.0152
"19","ML",0.05,0.1004,0.0504
"20","ML",0.1,0.158,0.058
"21","ML",0.25,0.2874,0.0374
"22","ML",0.75,0.6748,-0.0752
"23","ML",0.9,0.923,0.023
"24","ML",0.95,0.952599999999999,0.0026
