"","quantity","estimator","value"
"1","mean","PM",-0.00100520217146589
"2","mean","CB",-0.00100520217146589
"3","mean","GR",-0.00149167288661216
"4","mean","ML",-0.000583923549750816
"5","var","PM",0.71667338680083
"6","var","CB",0.962941114570232
"7","var","GR",0.936974044520445
"8","var","ML",1.30274733905973
"9","var","true",0.988607061535788
"10","SSEL","PM",0.272816189930885
"11","SSEL","CB",0.28019948743101
"12","SSEL","GR",0.311933538896821
"13","SSEL","ML",0.339328591396716
"14","WSSEL","PM",6.82040474827214
"15","WSSEL","CB",7.00498718577524
"16","WSSEL","GR",7.79833847242052
"17","WSSEL","ML",8.4832147849179
"18","ISEL","PM",0.030541874302773
"19","ISEL","CB",0.024767011447702
"20","ISEL","GR",0.024473692388659
"21","ISEL","ML",0.0274856283960267
"22","SELrank","PM",0.032789349112426
"23","SELrank","CB",0.032789349112426
"24","SELrank","GR",0.0328544378698225
"25","SELrank","ML",0.0327834319526627
