"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0456,-0.0044
"2","PM",0.1,0.0812,-0.0188
"3","PM",0.25,0.2044,-0.0456
"4","PM",0.75,0.7304,-0.0196
"5","PM",0.9,0.9548,0.0548
"6","PM",0.95,0.978799999999999,0.0288
"7","CB",0.05,0.0708,0.0208
"8","CB",0.1,0.124,0.024
"9","CB",0.25,0.2436,-0.0064
"10","CB",0.75,0.708,-0.042
"11","CB",0.9,0.9268,0.0268
"12","CB",0.95,0.964399999999999,0.0144
"13","GR",0.05,0.0896,0.0396
"14","GR",0.1,0.132,0.032
"15","GR",0.25,0.244,-0.006
"16","GR",0.75,0.6908,-0.0592
"17","GR",0.9,0.9404,0.0404
"18","GR",0.95,0.967999999999999,0.018
"19","ML",0.05,0.1212,0.0712
"20","ML",0.1,0.1696,0.0696
"21","ML",0.25,0.2896,0.0396
"22","ML",0.75,0.6856,-0.0644
"23","ML",0.9,0.9012,0.0012
"24","ML",0.95,0.9392,-0.0108
