"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0448,-0.0052
"2","PM",0.1,0.1056,0.0056
"3","PM",0.25,0.2544,0.0044
"4","PM",0.75,0.6984,-0.0516
"5","PM",0.9,0.9412,0.0412
"6","PM",0.95,0.9658,0.0158
"7","CB",0.05,0.0576,0.0076
"8","CB",0.1,0.125,0.025
"9","CB",0.25,0.2686,0.0186
"10","CB",0.75,0.6922,-0.0578
"11","CB",0.9,0.9338,0.0338
"12","CB",0.95,0.9616,0.0116
"13","GR",0.05,0.0682,0.0182
"14","GR",0.1,0.1278,0.0278
"15","GR",0.25,0.2656,0.0156
"16","GR",0.75,0.6894,-0.0606
"17","GR",0.9,0.9356,0.0356
"18","GR",0.95,0.963,0.013
"19","ML",0.05,0.0879999999999999,0.038
"20","ML",0.1,0.1484,0.0484
"21","ML",0.25,0.275,0.025
"22","ML",0.75,0.6818,-0.0682
"23","ML",0.9,0.9308,0.0308
"24","ML",0.95,0.958,0.008
