"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",0,0,0,0
"[-3.84,-3.6)",0,0,0,0
"[-3.6,-3.36)",0,0,0,0
"[-3.36,-3.12)",0,0,0,0
"[-3.12,-2.88)",0,0,0,0
"[-2.88,-2.64)",0,0,0,0
"[-2.64,-2.4)",0,0,0,4e-04
"[-2.4,-2.16)",4e-04,6e-04,8e-04,0.0014
"[-2.16,-1.92)",0.0012,0.0016,0.0018,0.005
"[-1.92,-1.68)",0.003,0.0072,0.0104,0.0122
"[-1.68,-1.44)",0.0126,0.014,0.0192,0.0262
"[-1.44,-1.2)",0.0342,0.042,0.0438,0.051
"[-1.2,-0.96)",0.0834,0.0914,0.078,0.0768
"[-0.96,-0.72)",0.1048,0.0962,0.0954,0.0876
"[-0.72,-0.48)",0.1084,0.1094,0.1056,0.0974
"[-0.48,-0.24)",0.1258,0.1164,0.1052,0.1102
"[-0.24,0)",0.0942,0.088,0.0988,0.0886
"[0,0.24)",0.0848,0.082,0.0858,0.0824
"[0.24,0.48)",0.0726,0.0682,0.0736,0.069
"[0.48,0.72)",0.0684,0.0698,0.0658,0.0698
"[0.72,0.96)",0.056,0.0524,0.0536,0.051
"[0.96,1.2)",0.0354,0.0384,0.0406,0.0436
"[1.2,1.44)",0.0292,0.0272,0.03,0.027
"[1.44,1.68)",0.0258,0.0274,0.0262,0.0296
"[1.68,1.92)",0.0182,0.0194,0.0202,0.0184
"[1.92,2.16)",0.0124,0.015,0.0128,0.0164
"[2.16,2.4)",0.0086,0.0094,0.0104,0.0094
"[2.4,2.64)",0.0078,0.0084,0.0082,0.0092
"[2.64,2.88)",0.0052,0.0062,0.0052,0.0052
"[2.88,3.12)",0.0026,0.0036,0.003,0.0054
"[3.12,3.36)",0.0024,0.0026,0.003,0.002
"[3.36,3.6)",4e-04,0.001,4e-04,0.0022
"[3.6,3.84)",0.0014,8e-04,0.0012,6e-04
"[3.84,4.08)",2e-04,6e-04,4e-04,0.0012
"[4.08,4.32)",2e-04,2e-04,2e-04,2e-04
"[4.32,4.56)",2e-04,2e-04,2e-04,2e-04
"[4.56,4.8)",0,2e-04,0,2e-04
"[4.8,5.04)",2e-04,0,2e-04,0
"[5.04,5.28)",0,2e-04,0,2e-04
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
