"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0328,-0.0172
"2","PM",0.1,0.064,-0.036
"3","PM",0.25,0.2052,-0.0448
"4","PM",0.75,0.7904,0.0404
"5","PM",0.9,0.918,0.018
"6","PM",0.95,0.9608,0.0108
"7","CB",0.05,0.0544,0.0044
"8","CB",0.1,0.0972,-0.0028
"9","CB",0.25,0.2392,-0.0108
"10","CB",0.75,0.7528,0.0028
"11","CB",0.9,0.8872,-0.0128
"12","CB",0.95,0.9348,-0.0152
"13","GR",0.05,0.0528,0.0028
"14","GR",0.1,0.098,-0.002
"15","GR",0.25,0.2384,-0.0116
"16","GR",0.75,0.7456,-0.0044
"17","GR",0.9,0.888,-0.012
"18","GR",0.95,0.9404,-0.0096
"19","ML",0.05,0.092,0.042
"20","ML",0.1,0.1448,0.0448
"21","ML",0.25,0.2768,0.0268
"22","ML",0.75,0.708,-0.042
"23","ML",0.9,0.8428,-0.0572
"24","ML",0.95,0.8988,-0.0512
