"","quantity","estimator","value"
"1","mean","PM",0.0298839185212771
"2","mean","CB",0.0298839185212771
"3","mean","GR",0.0298274068186445
"4","mean","ML",0.0290739945689879
"5","var","PM",0.766037533482079
"6","var","CB",1.06337779109383
"7","var","GR",1.03109802895857
"8","var","ML",1.57403723326335
"9","var","true",1.03441189902186
"10","SSEL","PM",0.303219997641475
"11","SSEL","CB",0.326793082083006
"12","SSEL","GR",0.337414894478001
"13","SSEL","ML",0.523854865558098
"14","WSSEL","PM",7.58049994103687
"15","WSSEL","CB",8.16982705207516
"16","WSSEL","GR",8.43537236195001
"17","WSSEL","ML",13.0963716389524
"18","ISEL","PM",0.0242175797377374
"19","ISEL","CB",0.0192101228564017
"20","ISEL","GR",0.0152796386468677
"21","ISEL","ML",0.0256923650358858
"22","SELrank","PM",0.0305715976331361
"23","SELrank","CB",0.0305715976331361
"24","SELrank","GR",0.0302082840236686
"25","SELrank","ML",0.0334449704142012
