"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,2e-04
"[-4.32,-4.08)",0,0,0,4e-04
"[-4.08,-3.84)",0,0,0,2e-04
"[-3.84,-3.6)",0,0,0,6e-04
"[-3.6,-3.36)",0,0,0,0.0028
"[-3.36,-3.12)",0,4e-04,2e-04,0.004
"[-3.12,-2.88)",0,2e-04,4e-04,0.005
"[-2.88,-2.64)",0,0.001,0.002,0.0092
"[-2.64,-2.4)",0,0.0022,0.0038,0.01
"[-2.4,-2.16)",0.001,0.0062,0.0076,0.0184
"[-2.16,-1.92)",0.0016,0.0116,0.012,0.0232
"[-1.92,-1.68)",0.0054,0.013,0.018,0.034
"[-1.68,-1.44)",0.0092,0.029,0.0274,0.0408
"[-1.44,-1.2)",0.0214,0.0496,0.0386,0.0478
"[-1.2,-0.96)",0.0442,0.0546,0.0574,0.0548
"[-0.96,-0.72)",0.0742,0.0788,0.0734,0.0694
"[-0.72,-0.48)",0.1032,0.0966,0.089,0.0674
"[-0.48,-0.24)",0.1476,0.1082,0.099,0.0702
"[-0.24,0)",0.1456,0.0898,0.1006,0.0662
"[0,0.24)",0.1272,0.0922,0.0962,0.067
"[0.24,0.48)",0.0924,0.0766,0.0844,0.065
"[0.48,0.72)",0.077,0.0684,0.0722,0.053
"[0.72,0.96)",0.0572,0.0586,0.0568,0.0534
"[0.96,1.2)",0.0332,0.0438,0.0468,0.0472
"[1.2,1.44)",0.0246,0.0364,0.0346,0.04
"[1.44,1.68)",0.012,0.0252,0.0244,0.0314
"[1.68,1.92)",0.008,0.0186,0.0172,0.029
"[1.92,2.16)",0.006,0.0122,0.0136,0.0262
"[2.16,2.4)",0.0036,0.0082,0.008,0.0152
"[2.4,2.64)",0.0024,0.0048,0.0064,0.011
"[2.64,2.88)",6e-04,0.005,0.0036,0.0106
"[2.88,3.12)",0.001,0.0036,0.0026,0.0064
"[3.12,3.36)",4e-04,0.0016,0.0018,0.007
"[3.36,3.6)",4e-04,0.0012,0.001,0.0036
"[3.6,3.84)",4e-04,6e-04,0,0.003
"[3.84,4.08)",2e-04,6e-04,4e-04,0.0016
"[4.08,4.32)",0,6e-04,6e-04,0.0016
"[4.32,4.56)",0,2e-04,0,0.001
"[4.56,4.8)",0,2e-04,0,2e-04
"[4.8,5.04)",0,0,0,0.001
"[5.04,5.28)",0,2e-04,0,4e-04
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,4e-04
"[5.76,6)",0,0,0,0
