"","quantity","estimator","value"
"1","mean","PM",-0.0173666576049829
"2","mean","CB",-0.0173666576049829
"3","mean","GR",-0.0175845024091686
"4","mean","ML",-0.0103339992297543
"5","var","PM",0.492659453460333
"6","var","CB",0.999495741493103
"7","var","GR",0.979690527047224
"8","var","ML",1.93422410007275
"9","var","true",0.992037985481432
"10","SSEL","PM",0.530618435800036
"11","SSEL","CB",0.607338172725805
"12","SSEL","GR",0.619474460965578
"13","SSEL","ML",0.979780887807391
"14","WSSEL","PM",26.5309217900018
"15","WSSEL","CB",30.3669086362902
"16","WSSEL","GR",30.9737230482789
"17","WSSEL","ML",48.9890443903696
"18","ISEL","PM",0.0433961004457557
"19","ISEL","CB",0.0227034172936792
"20","ISEL","GR",0.0199270161900762
"21","ISEL","ML",0.0373986435230962
"22","SELrank","PM",0.0546954248366013
"23","SELrank","CB",0.0546954248366013
"24","SELrank","GR",0.0546928104575163
"25","SELrank","ML",0.054638216070742
