"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,4e-04,0,4e-04
"[-5.52,-5.28)",4e-04,0,4e-04,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",4e-04,4e-04,4e-04,8e-04
"[-4.8,-4.56)",0,8e-04,0,4e-04
"[-4.56,-4.32)",8e-04,0,8e-04,4e-04
"[-4.32,-4.08)",0,4e-04,4e-04,8e-04
"[-4.08,-3.84)",4e-04,8e-04,0,8e-04
"[-3.84,-3.6)",0.0012,0.0016,0.0012,4e-04
"[-3.6,-3.36)",0.0012,4e-04,0.0012,0.0016
"[-3.36,-3.12)",8e-04,0.0012,8e-04,0.0016
"[-3.12,-2.88)",8e-04,0.0012,0.0012,0.0024
"[-2.88,-2.64)",0.0016,0.0028,0.0028,0.0044
"[-2.64,-2.4)",0.004,0.0052,0.0036,0.0052
"[-2.4,-2.16)",0.0052,0.0056,0.004,0.0032
"[-2.16,-1.92)",0.0076,0.008,0.0096,0.0124
"[-1.92,-1.68)",0.0084,0.0096,0.0132,0.0136
"[-1.68,-1.44)",0.0172,0.02,0.0192,0.0224
"[-1.44,-1.2)",0.0276,0.032,0.032,0.0312
"[-1.2,-0.96)",0.036,0.038,0.0448,0.0496
"[-0.96,-0.72)",0.0652,0.0664,0.0636,0.0708
"[-0.72,-0.48)",0.088,0.0916,0.0876,0.0836
"[-0.48,-0.24)",0.118,0.1056,0.1096,0.0964
"[-0.24,0)",0.1364,0.1256,0.1184,0.1108
"[0,0.24)",0.1252,0.1164,0.1212,0.1044
"[0.24,0.48)",0.1128,0.1092,0.102,0.1
"[0.48,0.72)",0.0748,0.0776,0.078,0.0728
"[0.72,0.96)",0.0568,0.0576,0.0552,0.066
"[0.96,1.2)",0.0332,0.0332,0.044,0.0344
"[1.2,1.44)",0.0284,0.0296,0.0264,0.0392
"[1.44,1.68)",0.018,0.022,0.022,0.0236
"[1.68,1.92)",0.0096,0.0108,0.0128,0.014
"[1.92,2.16)",0.006,0.0104,0.008,0.0108
"[2.16,2.4)",0.0044,0.0036,0.006,0.0072
"[2.4,2.64)",0.002,0.0036,0.002,0.0048
"[2.64,2.88)",0.0024,0.0016,0.002,0.0024
"[2.88,3.12)",4e-04,0.002,0.0012,0.002
"[3.12,3.36)",0.002,0,0.0012,4e-04
"[3.36,3.6)",8e-04,0.002,0.0012,0.0016
"[3.6,3.84)",0,8e-04,0,4e-04
"[3.84,4.08)",4e-04,4e-04,4e-04,0.0012
"[4.08,4.32)",0,0,0,0
"[4.32,4.56)",0,0,0,0
"[4.56,4.8)",0,0,0,0
"[4.8,5.04)",0,0,0,0
"[5.04,5.28)",4e-04,0,4e-04,0
"[5.28,5.52)",0,4e-04,0,4e-04
"[5.52,5.76)",4e-04,0,4e-04,0
"[5.76,6)",0,4e-04,0,4e-04
