"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0396,-0.0104
"2","PM",0.1,0.0868,-0.0132
"3","PM",0.25,0.2336,-0.0164
"4","PM",0.75,0.79,0.04
"5","PM",0.9,0.916,0.016
"6","PM",0.95,0.9636,0.0136
"7","CB",0.05,0.0496,-4e-04
"8","CB",0.1,0.098,-0.002
"9","CB",0.25,0.2492,-8e-04
"10","CB",0.75,0.7744,0.0244
"11","CB",0.9,0.9064,0.0064
"12","CB",0.95,0.9552,0.0052
"13","GR",0.05,0.0476,-0.0024
"14","GR",0.1,0.1008,8e-04
"15","GR",0.25,0.2556,0.0056
"16","GR",0.75,0.7664,0.0164
"17","GR",0.9,0.904,0.004
"18","GR",0.95,0.954799999999999,0.0048
"19","ML",0.05,0.0608,0.0108
"20","ML",0.1,0.1136,0.0136
"21","ML",0.25,0.2764,0.0264
"22","ML",0.75,0.7476,-0.0024
"23","ML",0.9,0.881200000000001,-0.0188
"24","ML",0.95,0.9432,-0.0068
