"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",2e-04,0,4e-04,6e-04
"[-5.76,-5.52)",2e-04,0,0,0.0012
"[-5.52,-5.28)",2e-04,0,2e-04,0.0014
"[-5.28,-5.04)",0,2e-04,0,0
"[-5.04,-4.8)",4e-04,0,4e-04,0.001
"[-4.8,-4.56)",0,0,0,6e-04
"[-4.56,-4.32)",0,2e-04,0,0.0014
"[-4.32,-4.08)",0,6e-04,4e-04,0.003
"[-4.08,-3.84)",2e-04,2e-04,4e-04,0.0014
"[-3.84,-3.6)",0,6e-04,4e-04,0.0042
"[-3.6,-3.36)",2e-04,0.0022,2e-04,0.0058
"[-3.36,-3.12)",4e-04,0.0014,0.0012,0.0078
"[-3.12,-2.88)",6e-04,0.0016,0.0024,0.0066
"[-2.88,-2.64)",0.0016,0.002,0.0028,0.0096
"[-2.64,-2.4)",0.0014,0.0044,0.004,0.0126
"[-2.4,-2.16)",0.0022,0.0056,0.0058,0.0152
"[-2.16,-1.92)",0.0024,0.0086,0.0114,0.0196
"[-1.92,-1.68)",0.0068,0.0156,0.0146,0.028
"[-1.68,-1.44)",0.0074,0.0184,0.0192,0.0372
"[-1.44,-1.2)",0.0186,0.0266,0.0302,0.0404
"[-1.2,-0.96)",0.0284,0.0386,0.04,0.0462
"[-0.96,-0.72)",0.0402,0.0488,0.0574,0.051
"[-0.72,-0.48)",0.0728,0.0826,0.0782,0.0558
"[-0.48,-0.24)",0.127,0.104,0.1052,0.0648
"[-0.24,0)",0.1834,0.1264,0.1248,0.0732
"[0,0.24)",0.1796,0.129,0.1196,0.0778
"[0.24,0.48)",0.1274,0.1152,0.0996,0.071
"[0.48,0.72)",0.0768,0.0802,0.079,0.0644
"[0.72,0.96)",0.049,0.054,0.0622,0.0546
"[0.96,1.2)",0.0282,0.0392,0.0436,0.049
"[1.2,1.44)",0.018,0.0308,0.031,0.0348
"[1.44,1.68)",0.012,0.0196,0.0216,0.0308
"[1.68,1.92)",0.0054,0.0118,0.0138,0.0264
"[1.92,2.16)",0.0024,0.011,0.01,0.0206
"[2.16,2.4)",0.002,0.007,0.0058,0.0178
"[2.4,2.64)",2e-04,0.004,0.007,0.014
"[2.64,2.88)",0.0014,0.001,0.0018,0.0114
"[2.88,3.12)",0.001,0.0016,0.0024,0.009
"[3.12,3.36)",6e-04,0.0014,0.0012,0.0056
"[3.36,3.6)",4e-04,8e-04,4e-04,0.0064
"[3.6,3.84)",2e-04,6e-04,4e-04,0.003
"[3.84,4.08)",4e-04,0.0016,4e-04,0.0018
"[4.08,4.32)",0,2e-04,0,0.0032
"[4.32,4.56)",0,4e-04,2e-04,0.002
"[4.56,4.8)",2e-04,0,2e-04,0.0014
"[4.8,5.04)",0,2e-04,0,0.0014
"[5.04,5.28)",0,4e-04,0,0.001
"[5.28,5.52)",0,0,0,0.001
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,2e-04,0,8e-04
