"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0198,-0.0302
"2","PM",0.1,0.0486,-0.0514
"3","PM",0.25,0.1568,-0.0932
"4","PM",0.75,0.8336,0.0836
"5","PM",0.9,0.9498,0.0498
"6","PM",0.95,0.98,0.03
"7","CB",0.05,0.0534,0.0034
"8","CB",0.1,0.0958,-0.0042
"9","CB",0.25,0.2314,-0.0186
"10","CB",0.75,0.7638,0.0138
"11","CB",0.9,0.8992,-8e-04
"12","CB",0.95,0.947599999999999,-0.0024
"13","GR",0.05,0.0526,0.0026
"14","GR",0.1,0.1014,0.0014
"15","GR",0.25,0.2412,-0.0088
"16","GR",0.75,0.7484,-0.0016
"17","GR",0.9,0.895,-0.005
"18","GR",0.95,0.945799999999999,-0.0042
"19","ML",0.05,0.1402,0.0902
"20","ML",0.1,0.2094,0.1094
"21","ML",0.25,0.3336,0.0836
"22","ML",0.75,0.6644,-0.0856
"23","ML",0.9,0.7964,-0.1036
"24","ML",0.95,0.8566,-0.0934
