"","quantity","estimator","value"
"1","mean","PM",0.101869156394706
"2","mean","CB",0.101869156394706
"3","mean","GR",0.101864757889406
"4","mean","ML",0.0946579542651479
"5","var","PM",0.165796273477323
"6","var","CB",1.02275415420797
"7","var","GR",0.976879118562892
"8","var","ML",23.1064934840165
"9","var","true",0.987686791114523
"10","SSEL","PM",0.994225679068701
"11","SSEL","CB",1.3516863682025
"12","SSEL","GR",1.35049260274187
"13","SSEL","ML",21.9483944649011
"14","WSSEL","PM",49.7112839534351
"15","WSSEL","CB",67.5843184101248
"16","WSSEL","GR",67.5246301370933
"17","WSSEL","ML",1097.41972324505
"18","ISEL","PM",0.188877916933758
"19","ISEL","CB",0.0814407541456898
"20","ISEL","GR",0.0793530370954797
"21","ISEL","ML",0.426960798780329
"22","SELrank","PM",0.105366397539408
"23","SELrank","CB",0.105366397539408
"24","SELrank","GR",0.105043444828912
"25","SELrank","ML",0.115433294886582
