"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.016,-0.034
"2","PM",0.1,0.0238,-0.0762
"3","PM",0.25,0.0522,-0.1978
"4","PM",0.75,0.7426,-0.0074
"5","PM",0.9,0.9904,0.0904
"6","PM",0.95,0.9954,0.0454
"7","CB",0.05,0.0793999999999999,0.0294
"8","CB",0.1,0.1064,0.0064
"9","CB",0.25,0.169,-0.081
"10","CB",0.75,0.641,-0.109
"11","CB",0.9,0.9458,0.0458
"12","CB",0.95,0.9646,0.0146
"13","GR",0.05,0.0783999999999999,0.0284
"14","GR",0.1,0.1028,0.0028
"15","GR",0.25,0.1682,-0.0818
"16","GR",0.75,0.6502,-0.0998
"17","GR",0.9,0.9422,0.0422
"18","GR",0.95,0.9628,0.0128
"19","ML",0.05,0.332,0.282
"20","ML",0.1,0.3534,0.2534
"21","ML",0.25,0.3986,0.1486
"22","ML",0.75,0.542,-0.208
"23","ML",0.9,0.6996,-0.2004
"24","ML",0.95,0.73,-0.22
