"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0256,-0.0244
"2","PM",0.1,0.0544,-0.0456
"3","PM",0.25,0.1592,-0.0908
"4","PM",0.75,0.8264,0.0764
"5","PM",0.9,0.9516,0.0516
"6","PM",0.95,0.977599999999999,0.0276
"7","CB",0.05,0.062,0.012
"8","CB",0.1,0.1016,0.0016
"9","CB",0.25,0.2244,-0.0256
"10","CB",0.75,0.7576,0.0076
"11","CB",0.9,0.8968,-0.0032
"12","CB",0.95,0.9396,-0.0104
"13","GR",0.05,0.0608,0.0108
"14","GR",0.1,0.106,0.006
"15","GR",0.25,0.2364,-0.0136
"16","GR",0.75,0.746,-0.004
"17","GR",0.9,0.894,-0.006
"18","GR",0.95,0.942799999999999,-0.0072
"19","ML",0.05,0.1512,0.1012
"20","ML",0.1,0.198,0.098
"21","ML",0.25,0.3212,0.0712
"22","ML",0.75,0.668,-0.082
"23","ML",0.9,0.7976,-0.1024
"24","ML",0.95,0.8504,-0.0996
