"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,4e-04
"[-4.32,-4.08)",0,0,0,8e-04
"[-4.08,-3.84)",0,0,0,4e-04
"[-3.84,-3.6)",0,0,0,4e-04
"[-3.6,-3.36)",0,4e-04,0,8e-04
"[-3.36,-3.12)",4e-04,0,4e-04,0
"[-3.12,-2.88)",0,4e-04,0,0.0016
"[-2.88,-2.64)",0,0,0,0.0028
"[-2.64,-2.4)",4e-04,8e-04,0.0016,0.006
"[-2.4,-2.16)",4e-04,0.0032,0.004,0.0072
"[-2.16,-1.92)",0.0028,0.0072,0.0072,0.0144
"[-1.92,-1.68)",0.0052,0.018,0.0184,0.0236
"[-1.68,-1.44)",0.0172,0.0224,0.024,0.0328
"[-1.44,-1.2)",0.0244,0.036,0.038,0.0456
"[-1.2,-0.96)",0.0504,0.0648,0.0592,0.0668
"[-0.96,-0.72)",0.0844,0.0812,0.0776,0.0788
"[-0.72,-0.48)",0.1144,0.0972,0.0968,0.0928
"[-0.48,-0.24)",0.1204,0.1124,0.1044,0.0836
"[-0.24,0)",0.128,0.1052,0.1068,0.0812
"[0,0.24)",0.1204,0.0964,0.1012,0.0664
"[0.24,0.48)",0.0984,0.0928,0.0856,0.0776
"[0.48,0.72)",0.0668,0.0664,0.068,0.0704
"[0.72,0.96)",0.0428,0.0468,0.0544,0.0472
"[0.96,1.2)",0.0384,0.0328,0.0404,0.0412
"[1.2,1.44)",0.0232,0.0296,0.0336,0.0364
"[1.44,1.68)",0.0216,0.0236,0.0204,0.0264
"[1.68,1.92)",0.0128,0.0164,0.0216,0.0236
"[1.92,2.16)",0.0128,0.0152,0.0136,0.0196
"[2.16,2.4)",0.0052,0.0124,0.0072,0.0128
"[2.4,2.64)",0.002,0.006,0.006,0.0092
"[2.64,2.88)",0.0032,0.0036,0.0044,0.01
"[2.88,3.12)",4e-04,0.0024,0.0016,0.0044
"[3.12,3.36)",8e-04,0.002,8e-04,0.0048
"[3.36,3.6)",0.002,8e-04,0.0016,0.0032
"[3.6,3.84)",8e-04,8e-04,0.0012,0.0012
"[3.84,4.08)",0,0.002,0,0.0036
"[4.08,4.32)",0,4e-04,0,8e-04
"[4.32,4.56)",0,4e-04,0,0
"[4.56,4.8)",0,0,0,8e-04
"[4.8,5.04)",0,0,0,4e-04
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
