"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",1e-04,0,1e-04,0
"[-5.76,-5.52)",0,1e-04,0,3e-04
"[-5.52,-5.28)",2e-04,1e-04,2e-04,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,1e-04,0,3e-04
"[-4.56,-4.32)",3e-04,2e-04,3e-04,1e-04
"[-4.32,-4.08)",0,2e-04,1e-04,2e-04
"[-4.08,-3.84)",3e-04,3e-04,2e-04,4e-04
"[-3.84,-3.6)",4e-04,5e-04,4e-04,5e-04
"[-3.6,-3.36)",7e-04,8e-04,7e-04,0.0011
"[-3.36,-3.12)",7e-04,0.0013,7e-04,0.0018
"[-3.12,-2.88)",0.0021,0.0018,0.0024,0.0017
"[-2.88,-2.64)",0.0022,0.0023,0.0024,0.0027
"[-2.64,-2.4)",0.0025,0.0038,0.0033,0.0042
"[-2.4,-2.16)",0.0041,0.0054,0.0059,0.0073
"[-2.16,-1.92)",0.0092,0.0106,0.0101,0.0124
"[-1.92,-1.68)",0.0149,0.0149,0.0155,0.0136
"[-1.68,-1.44)",0.0188,0.0208,0.0213,0.0241
"[-1.44,-1.2)",0.0259,0.0285,0.0313,0.0343
"[-1.2,-0.96)",0.0445,0.047,0.0462,0.0475
"[-0.96,-0.72)",0.0642,0.063,0.0659,0.0667
"[-0.72,-0.48)",0.0904,0.0898,0.0857,0.0843
"[-0.48,-0.24)",0.1047,0.0995,0.1,0.0945
"[-0.24,0)",0.1194,0.1143,0.1102,0.1068
"[0,0.24)",0.1132,0.1086,0.1085,0.1025
"[0.24,0.48)",0.1065,0.102,0.0995,0.0933
"[0.48,0.72)",0.0854,0.0817,0.0836,0.0818
"[0.72,0.96)",0.0645,0.0667,0.0659,0.0662
"[0.96,1.2)",0.0429,0.0456,0.0465,0.0491
"[1.2,1.44)",0.0262,0.0272,0.0299,0.0322
"[1.44,1.68)",0.0177,0.0202,0.0206,0.0221
"[1.68,1.92)",0.0133,0.0131,0.0138,0.0145
"[1.92,2.16)",0.0081,0.0097,0.01,0.0115
"[2.16,2.4)",0.0055,0.0063,0.0066,0.0064
"[2.4,2.64)",0.003,0.0041,0.0034,0.005
"[2.64,2.88)",0.0023,0.0023,0.0026,0.003
"[2.88,3.12)",0.0013,0.0021,0.0016,0.0018
"[3.12,3.36)",8e-04,0.0011,9e-04,0.0014
"[3.36,3.6)",8e-04,5e-04,8e-04,7e-04
"[3.6,3.84)",5e-04,7e-04,7e-04,7e-04
"[3.84,4.08)",0.0012,6e-04,8e-04,8e-04
"[4.08,4.32)",2e-04,9e-04,4e-04,9e-04
"[4.32,4.56)",1e-04,2e-04,1e-04,2e-04
"[4.56,4.8)",2e-04,1e-04,2e-04,2e-04
"[4.8,5.04)",1e-04,2e-04,1e-04,2e-04
"[5.04,5.28)",0,1e-04,0,1e-04
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",1e-04,0,1e-04,0
