"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,1e-04,0,0.0059
"[-5.76,-5.52)",0,0,0,0.0053
"[-5.52,-5.28)",0,2e-04,0,0.0063
"[-5.28,-5.04)",0,2e-04,0,0.0082
"[-5.04,-4.8)",0,1e-04,3e-04,0.0095
"[-4.8,-4.56)",0,1e-04,0,0.0083
"[-4.56,-4.32)",0,2e-04,5e-04,0.011
"[-4.32,-4.08)",0,3e-04,3e-04,0.0093
"[-4.08,-3.84)",0,9e-04,4e-04,0.0122
"[-3.84,-3.6)",0,5e-04,6e-04,0.0115
"[-3.6,-3.36)",0,0.0011,0.0016,0.012
"[-3.36,-3.12)",1e-04,0.0011,0.0015,0.0145
"[-3.12,-2.88)",1e-04,0.002,0.002,0.0147
"[-2.88,-2.64)",2e-04,0.0024,0.003,0.0176
"[-2.64,-2.4)",3e-04,0.0043,0.004,0.0198
"[-2.4,-2.16)",3e-04,0.0049,0.0056,0.0211
"[-2.16,-1.92)",2e-04,0.0072,0.0076,0.0236
"[-1.92,-1.68)",6e-04,0.0103,0.0103,0.0242
"[-1.68,-1.44)",0.0015,0.0143,0.0141,0.0257
"[-1.44,-1.2)",0.0024,0.0214,0.0209,0.029
"[-1.2,-0.96)",0.007,0.0353,0.0309,0.0272
"[-0.96,-0.72)",0.0237,0.0571,0.0511,0.0293
"[-0.72,-0.48)",0.0695,0.0868,0.0797,0.0294
"[-0.48,-0.24)",0.1369,0.1147,0.1196,0.0283
"[-0.24,0)",0.2682,0.1333,0.1514,0.0319
"[0,0.24)",0.2472,0.1398,0.1513,0.03
"[0.24,0.48)",0.1384,0.121,0.1169,0.0321
"[0.48,0.72)",0.0703,0.0798,0.0774,0.0301
"[0.72,0.96)",0.0148,0.0522,0.0469,0.0289
"[0.96,1.2)",0.0076,0.0343,0.029,0.0276
"[1.2,1.44)",0.0051,0.0243,0.0191,0.0293
"[1.44,1.68)",0.0023,0.0142,0.0142,0.0262
"[1.68,1.92)",0.0014,0.0091,0.0107,0.0234
"[1.92,2.16)",7e-04,0.0067,0.0073,0.0251
"[2.16,2.4)",6e-04,0.0053,0.0056,0.0225
"[2.4,2.64)",3e-04,0.0035,0.0042,0.0158
"[2.64,2.88)",2e-04,0.003,0.0039,0.0174
"[2.88,3.12)",0,0.0019,0.0022,0.0182
"[3.12,3.36)",1e-04,0.002,0.0015,0.0145
"[3.36,3.6)",0,8e-04,0.0015,0.013
"[3.6,3.84)",0,0.001,0.001,0.014
"[3.84,4.08)",0,2e-04,7e-04,0.0112
"[4.08,4.32)",0,5e-04,4e-04,0.0105
"[4.32,4.56)",0,3e-04,3e-04,0.0094
"[4.56,4.8)",0,2e-04,0,0.0086
"[4.8,5.04)",0,2e-04,3e-04,0.0084
"[5.04,5.28)",0,4e-04,0,0.0068
"[5.28,5.52)",0,0,2e-04,0.0061
"[5.52,5.76)",0,0,0,0.0053
"[5.76,6)",0,1e-04,0,0.0049
