"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0464,-0.0036
"2","PM",0.1,0.0928,-0.0072
"3","PM",0.25,0.2236,-0.0264
"4","PM",0.75,0.7296,-0.0204
"5","PM",0.9,0.9248,0.0248
"6","PM",0.95,0.962,0.012
"7","CB",0.05,0.0612,0.0112
"8","CB",0.1,0.1132,0.0132
"9","CB",0.25,0.2468,-0.0032
"10","CB",0.75,0.722,-0.028
"11","CB",0.9,0.9152,0.0152
"12","CB",0.95,0.9508,8e-04
"13","GR",0.05,0.07,0.02
"14","GR",0.1,0.12,0.02
"15","GR",0.25,0.2444,-0.0056
"16","GR",0.75,0.7056,-0.0444
"17","GR",0.9,0.9216,0.0216
"18","GR",0.95,0.9592,0.0092
"19","ML",0.05,0.0808000000000001,0.0308
"20","ML",0.1,0.1336,0.0336
"21","ML",0.25,0.268,0.018
"22","ML",0.75,0.7148,-0.0352
"23","ML",0.9,0.9,0
"24","ML",0.95,0.94,-0.01
