"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0528,0.0028
"2","PM",0.1,0.0964,-0.0036
"3","PM",0.25,0.2208,-0.0292
"4","PM",0.75,0.75,0
"5","PM",0.9,0.967999999999999,0.068
"6","PM",0.95,0.982799999999999,0.0328
"7","CB",0.05,0.1008,0.0508
"8","CB",0.1,0.16,0.06
"9","CB",0.25,0.2708,0.0208
"10","CB",0.75,0.7116,-0.0384
"11","CB",0.9,0.946,0.046
"12","CB",0.95,0.968799999999999,0.0188
"13","GR",0.05,0.0964,0.0464
"14","GR",0.1,0.1484,0.0484
"15","GR",0.25,0.268,0.018
"16","GR",0.75,0.7096,-0.0404
"17","GR",0.9,0.9508,0.0508
"18","GR",0.95,0.971999999999999,0.022
"19","ML",0.05,0.1564,0.1064
"20","ML",0.1,0.2128,0.1128
"21","ML",0.25,0.326,0.076
"22","ML",0.75,0.6636,-0.0864
"23","ML",0.9,0.906,0.006
"24","ML",0.95,0.9336,-0.0164
