"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,4e-04
"[-4.32,-4.08)",0,0,0,4e-04
"[-4.08,-3.84)",0,0,0,4e-04
"[-3.84,-3.6)",0,0,0,8e-04
"[-3.6,-3.36)",0,4e-04,4e-04,0.0048
"[-3.36,-3.12)",4e-04,0,0,0.0044
"[-3.12,-2.88)",0,4e-04,0,0.0024
"[-2.88,-2.64)",0,4e-04,4e-04,0.0044
"[-2.64,-2.4)",4e-04,0.002,0.002,0.004
"[-2.4,-2.16)",8e-04,0.002,0.0044,0.012
"[-2.16,-1.92)",0.002,0.0084,0.008,0.0184
"[-1.92,-1.68)",0.0068,0.0192,0.0208,0.024
"[-1.68,-1.44)",0.018,0.026,0.0248,0.0368
"[-1.44,-1.2)",0.032,0.0528,0.0456,0.0544
"[-1.2,-0.96)",0.0628,0.0724,0.0628,0.0672
"[-0.96,-0.72)",0.0832,0.072,0.0836,0.0812
"[-0.72,-0.48)",0.1064,0.0968,0.0984,0.0768
"[-0.48,-0.24)",0.132,0.1096,0.1056,0.0816
"[-0.24,0)",0.1308,0.1076,0.1056,0.0812
"[0,0.24)",0.1124,0.0932,0.0968,0.0708
"[0.24,0.48)",0.0904,0.084,0.08,0.0564
"[0.48,0.72)",0.066,0.0608,0.0672,0.0576
"[0.72,0.96)",0.05,0.0496,0.0524,0.056
"[0.96,1.2)",0.0364,0.0408,0.0404,0.0388
"[1.2,1.44)",0.018,0.028,0.0316,0.0404
"[1.44,1.68)",0.018,0.0188,0.0188,0.03
"[1.68,1.92)",0.0128,0.0152,0.016,0.0188
"[1.92,2.16)",0.0056,0.0124,0.0104,0.014
"[2.16,2.4)",0.0068,0.0084,0.0096,0.0152
"[2.4,2.64)",0.0016,0.0048,0.0052,0.0104
"[2.64,2.88)",0.0024,0.0064,0.0044,0.0064
"[2.88,3.12)",8e-04,0.0012,0.0012,0.0084
"[3.12,3.36)",0.0012,0.0024,0.0016,0.0056
"[3.36,3.6)",4e-04,8e-04,4e-04,0.0032
"[3.6,3.84)",8e-04,0.0016,8e-04,0.0036
"[3.84,4.08)",4e-04,4e-04,4e-04,0.0016
"[4.08,4.32)",0,0,0,8e-04
"[4.32,4.56)",4e-04,8e-04,4e-04,0.0032
"[4.56,4.8)",0,0,0,8e-04
"[4.8,5.04)",0,4e-04,0,0.0012
"[5.04,5.28)",0,0,0,8e-04
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
