"","quantity","estimator","value"
"1","mean","PM",0.00434220098635338
"2","mean","CB",0.00434220098635338
"3","mean","GR",0.00407119856248043
"4","mean","ML",0.00490003551505753
"5","var","PM",0.769815338561898
"6","var","CB",1.00884605811841
"7","var","GR",0.979266281916613
"8","var","ML",1.33869165069718
"9","var","true",0.991343267143606
"10","SSEL","PM",0.246698466157439
"11","SSEL","CB",0.259613924008591
"12","SSEL","GR",0.269805698496961
"13","SSEL","ML",0.337555494375359
"14","WSSEL","PM",6.16746165393598
"15","WSSEL","CB",6.49034810021477
"16","WSSEL","GR",6.74514246242402
"17","WSSEL","ML",8.43888735938398
"18","ISEL","PM",0.0294467320445423
"19","ISEL","CB",0.0259996037665839
"20","ISEL","GR",0.0203210707953301
"21","ISEL","ML",0.0272340336798312
"22","SELrank","PM",0.0332497041420118
"23","SELrank","CB",0.0332497041420118
"24","SELrank","GR",0.0332757396449704
"25","SELrank","ML",0.0331325443786982
