"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0416,-0.0084
"2","PM",0.1,0.0696000000000001,-0.0304
"3","PM",0.25,0.158,-0.092
"4","PM",0.75,0.778,0.028
"5","PM",0.9,0.976,0.076
"6","PM",0.95,0.9856,0.0356
"7","CB",0.05,0.0888,0.0388
"8","CB",0.1,0.1332,0.0332
"9","CB",0.25,0.2496,-4e-04
"10","CB",0.75,0.6944,-0.0556
"11","CB",0.9,0.9492,0.0492
"12","CB",0.95,0.9716,0.0216
"13","GR",0.05,0.0979999999999999,0.048
"14","GR",0.1,0.1352,0.0352
"15","GR",0.25,0.2232,-0.0268
"16","GR",0.75,0.716,-0.034
"17","GR",0.9,0.9544,0.0544
"18","GR",0.95,0.9732,0.0232
"19","ML",0.05,0.1976,0.1476
"20","ML",0.1,0.252,0.152
"21","ML",0.25,0.356,0.106
"22","ML",0.75,0.6388,-0.1112
"23","ML",0.9,0.886,-0.014
"24","ML",0.95,0.92,-0.03
