"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,4e-04
"[-5.52,-5.28)",0,2e-04,0,2e-04
"[-5.28,-5.04)",2e-04,0,2e-04,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",2e-04,4e-04,2e-04,6e-04
"[-4.56,-4.32)",2e-04,4e-04,2e-04,4e-04
"[-4.32,-4.08)",4e-04,8e-04,4e-04,4e-04
"[-4.08,-3.84)",8e-04,6e-04,0.001,6e-04
"[-3.84,-3.6)",6e-04,2e-04,2e-04,0
"[-3.6,-3.36)",2e-04,4e-04,4e-04,6e-04
"[-3.36,-3.12)",4e-04,8e-04,6e-04,0.001
"[-3.12,-2.88)",0.0012,0.0022,0.0012,0.003
"[-2.88,-2.64)",0.0022,0.0026,0.0024,0.0036
"[-2.64,-2.4)",0.0032,0.004,0.0046,0.0052
"[-2.4,-2.16)",0.0066,0.0082,0.0068,0.0088
"[-2.16,-1.92)",0.0074,0.0082,0.0092,0.0112
"[-1.92,-1.68)",0.01,0.0108,0.0156,0.0156
"[-1.68,-1.44)",0.0178,0.022,0.0212,0.0248
"[-1.44,-1.2)",0.0298,0.0344,0.0336,0.0364
"[-1.2,-0.96)",0.0492,0.0476,0.0474,0.0484
"[-0.96,-0.72)",0.059,0.0584,0.062,0.057
"[-0.72,-0.48)",0.0834,0.085,0.0812,0.0806
"[-0.48,-0.24)",0.1016,0.097,0.0988,0.0904
"[-0.24,0)",0.1168,0.108,0.1094,0.1016
"[0,0.24)",0.1284,0.1168,0.1104,0.111
"[0.24,0.48)",0.11,0.1046,0.103,0.0958
"[0.48,0.72)",0.087,0.0892,0.085,0.0892
"[0.72,0.96)",0.0626,0.0614,0.0664,0.0648
"[0.96,1.2)",0.0426,0.0454,0.0458,0.041
"[1.2,1.44)",0.03,0.0336,0.0326,0.0374
"[1.44,1.68)",0.0162,0.0174,0.021,0.0206
"[1.68,1.92)",0.0108,0.013,0.014,0.0146
"[1.92,2.16)",0.0062,0.009,0.008,0.0122
"[2.16,2.4)",0.0056,0.005,0.0074,0.0068
"[2.4,2.64)",0.0026,0.0044,0.0018,0.0042
"[2.64,2.88)",0.002,0.0022,0.0034,0.0036
"[2.88,3.12)",0.0012,0.0014,8e-04,0.0022
"[3.12,3.36)",6e-04,0.001,6e-04,6e-04
"[3.36,3.6)",2e-04,4e-04,4e-04,0.001
"[3.6,3.84)",6e-04,4e-04,6e-04,0.0014
"[3.84,4.08)",4e-04,4e-04,4e-04,6e-04
"[4.08,4.32)",0,4e-04,0,4e-04
"[4.32,4.56)",6e-04,2e-04,6e-04,2e-04
"[4.56,4.8)",4e-04,6e-04,4e-04,4e-04
"[4.8,5.04)",0,2e-04,0,0
"[5.04,5.28)",0,0,0,4e-04
"[5.28,5.52)",2e-04,0,2e-04,0
"[5.52,5.76)",2e-04,2e-04,2e-04,0
"[5.76,6)",0,2e-04,0,0
