"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0418,-0.0082
"2","PM",0.1,0.0915999999999999,-0.0084
"3","PM",0.25,0.2404,-0.0096
"4","PM",0.75,0.7658,0.0158
"5","PM",0.9,0.9138,0.0138
"6","PM",0.95,0.9608,0.0108
"7","CB",0.05,0.0496,-4e-04
"8","CB",0.1,0.1042,0.0042
"9","CB",0.25,0.2538,0.0038
"10","CB",0.75,0.7502,2e-04
"11","CB",0.9,0.9002,2e-04
"12","CB",0.95,0.953599999999999,0.0036
"13","GR",0.05,0.0518,0.0018
"14","GR",0.1,0.1088,0.0088
"15","GR",0.25,0.2598,0.0098
"16","GR",0.75,0.7416,-0.0084
"17","GR",0.9,0.8996,-4e-04
"18","GR",0.95,0.9516,0.0016
"19","ML",0.05,0.0625999999999999,0.0126
"20","ML",0.1,0.1242,0.0242
"21","ML",0.25,0.2686,0.0186
"22","ML",0.75,0.7312,-0.0188
"23","ML",0.9,0.8846,-0.0154
"24","ML",0.95,0.943,-0.007
