"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,2e-04
"[-5.52,-5.28)",0,0,0,6e-04
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,8e-04
"[-4.8,-4.56)",0,0,0,6e-04
"[-4.56,-4.32)",0,0,0,2e-04
"[-4.32,-4.08)",0,0,0,0.0016
"[-4.08,-3.84)",0,0,0,0.0018
"[-3.84,-3.6)",0,2e-04,0,6e-04
"[-3.6,-3.36)",0,0.001,0,0.0018
"[-3.36,-3.12)",0,4e-04,4e-04,0.0046
"[-3.12,-2.88)",6e-04,0.002,0.0018,0.006
"[-2.88,-2.64)",0.0012,0.0028,0.0024,0.0072
"[-2.64,-2.4)",0.0024,0.0044,0.0034,0.0066
"[-2.4,-2.16)",0.0036,0.007,0.0066,0.0126
"[-2.16,-1.92)",0.0048,0.0118,0.014,0.0162
"[-1.92,-1.68)",0.0106,0.0186,0.0176,0.0276
"[-1.68,-1.44)",0.0202,0.027,0.0276,0.0308
"[-1.44,-1.2)",0.0294,0.0324,0.0372,0.045
"[-1.2,-0.96)",0.0396,0.0486,0.0528,0.0496
"[-0.96,-0.72)",0.0654,0.0658,0.067,0.0632
"[-0.72,-0.48)",0.089,0.0812,0.0794,0.0728
"[-0.48,-0.24)",0.1082,0.0946,0.0926,0.0748
"[-0.24,0)",0.1264,0.104,0.099,0.0736
"[0,0.24)",0.131,0.1042,0.0988,0.0832
"[0.24,0.48)",0.1052,0.0954,0.0916,0.0776
"[0.48,0.72)",0.0852,0.0764,0.0804,0.0662
"[0.72,0.96)",0.0622,0.0662,0.0668,0.0612
"[0.96,1.2)",0.0476,0.0506,0.052,0.0518
"[1.2,1.44)",0.0274,0.037,0.0374,0.0444
"[1.44,1.68)",0.0172,0.0248,0.0272,0.0298
"[1.68,1.92)",0.0094,0.0154,0.0166,0.0262
"[1.92,2.16)",0.0056,0.0102,0.0114,0.0168
"[2.16,2.4)",0.004,0.0076,0.0084,0.0106
"[2.4,2.64)",0.0024,0.0034,0.0042,0.01
"[2.64,2.88)",6e-04,0.0034,0.0024,0.0074
"[2.88,3.12)",4e-04,0.0022,6e-04,0.0052
"[3.12,3.36)",2e-04,4e-04,2e-04,0.0028
"[3.36,3.6)",2e-04,4e-04,2e-04,0.0026
"[3.6,3.84)",0,4e-04,0,0.0012
"[3.84,4.08)",0,2e-04,0,0.0018
"[4.08,4.32)",0,0,0,4e-04
"[4.32,4.56)",0,0,0,6e-04
"[4.56,4.8)",0,0,0,6e-04
"[4.8,5.04)",0,0,0,2e-04
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,2e-04
