"","WSEL_PM","WSEL_CB","WSEL_GR","WSEL_ML"
"1",0.0348597246504093,0.0709399443955909,0.0967039297623189,0.0359658997693548
"2",0.0354837619698921,0.0731522344781513,0.0803245306276189,0.0340049682595165
"3",0.0386784019733602,0.0908264120181081,0.100124189715419,0.0392635426172366
"4",0.0498187118599297,0.0845815974364681,0.101527101876892,0.0527574683482083
"5",0.0430711367447474,0.0695087724464087,0.111295721592278,0.040838102763646
"6",0.0374891482015831,0.0901005680647953,0.0811208894396689,0.0404266427737256
"7",0.0587316216362146,0.113695882305462,0.125374697202853,0.059830921894121
"8",0.0548292147190333,0.0992139648427137,0.151312116919264,0.0678869766228423
"9",0.068273390355575,0.109206654154293,0.137064028266207,0.0725010759255008
"10",0.0658950985084322,0.109751872836821,0.119959916281135,0.0708935335169557
"11",0.081591727990416,0.11709322025166,0.149283258864684,0.0899507913876607
"12",0.0809289753241769,0.108346477513648,0.131266026533425,0.0825733825690475
"13",0.0898834385947933,0.112364375563614,0.139925207703452,0.0941639961438197
"14",0.106259803986848,0.144405721159297,0.168919962388563,0.118422217529279
"15",0.100894302121288,0.136828872038045,0.196727716782366,0.117148048987326
"16",0.137832635520353,0.169902248317654,0.208498578428894,0.150518714483187
"17",0.120729506414483,0.173087389129654,0.182933845514625,0.160319038592079
"18",0.157606654204237,0.170184620110049,0.195298591697303,0.163012854523931
"19",0.190248664792036,0.242147481309893,0.262658231955358,0.230972767825207
"20",0.12805349735148,0.154042967305063,0.174175567916609,0.141761988600642
"21",0.13560531383203,0.178029594674966,0.231941579530949,0.189933238915992
"22",0.184164338302026,0.226201596655608,0.237938114450998,0.238581491753178
"23",0.279429503430151,0.327157686824116,0.33411666697374,0.353749472327087
"24",0.239881670569136,0.261547422442685,0.266545097645918,0.292018734660508
"25",0.254802056798161,0.296105336059823,0.311077017526338,0.358053855523391
"26",0.223623707113479,0.240514460133889,0.263183408106216,0.290317215621723
"27",0.283547799864529,0.280184694588615,0.276052097427328,0.32831036632337
"28",0.240699667970708,0.233056120933032,0.228698161915908,0.286526890536387
"29",0.271880264341375,0.282041362354067,0.321179467994222,0.388024767845475
"30",0.288557146938462,0.3241412659525,0.302163716363464,0.448965947902314
"31",0.376479709885975,0.366915219824346,0.348013719190598,0.439863994003279
"32",0.405853103872945,0.418626736872081,0.39619702098193,0.585511059581804
"33",0.436028020365764,0.426087967056678,0.458313823260368,0.59043086371372
"34",0.412448608438773,0.411130660776255,0.41556866064472,0.570078469388818
"35",0.430696982826203,0.409193966649878,0.423745058781286,0.633849817109593
"36",0.460505836828555,0.504256916029128,0.502309859000028,0.963007640552703
"37",0.543253932796252,0.558197332991443,0.571422515102046,0.918646291919508
"38",0.596019379732137,0.60976980644882,0.61034654116546,1.07293640548493
"39",0.567648576691162,0.552217366788312,0.533942073786041,1.25650214975659
"40",0.659436074957411,0.687893386733453,0.682626817699644,1.42717810620159
"41",0.426669770767586,0.427206377137697,0.433626330343436,1.05287091606672
"42",0.68160766909403,0.704104787555658,0.692120306381871,1.72926333660219
"43",0.517063254930863,0.510845398711982,0.467581885857663,1.35300086631591
"44",0.853507334816367,0.934550792413313,0.927669466348397,2.90900996740391
"45",0.673462111353527,0.698729924863153,0.667356341413655,2.5459518404898
"46",0.606991216117486,0.637026010826,0.632235422180977,2.26050169752199
"47",0.866521647414756,0.874002498839615,0.900508692877276,2.80261092978494
"48",0.831354339412201,0.867545432534795,0.890059076753099,3.2890448975346
"49",0.95309033591981,0.974159156068713,0.949876041263913,2.92317742409369
"50",0.931174963246594,0.953899129337029,0.975205499083621,3.92897387859749
