"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0356,-0.0144
"2","PM",0.1,0.0731999999999999,-0.0268
"3","PM",0.25,0.2004,-0.0496
"4","PM",0.75,0.716,-0.034
"5","PM",0.9,0.9618,0.0618
"6","PM",0.95,0.9772,0.0272
"7","CB",0.05,0.0751999999999999,0.0252
"8","CB",0.1,0.1342,0.0342
"9","CB",0.25,0.2556,0.0056
"10","CB",0.75,0.6904,-0.0596
"11","CB",0.9,0.9372,0.0372
"12","CB",0.95,0.963,0.013
"13","GR",0.05,0.0791999999999999,0.0292
"14","GR",0.1,0.1342,0.0342
"15","GR",0.25,0.2598,0.0098
"16","GR",0.75,0.6782,-0.0718
"17","GR",0.9,0.9408,0.0408
"18","GR",0.95,0.964799999999999,0.0148
"19","ML",0.05,0.1414,0.0914
"20","ML",0.1,0.1964,0.0964
"21","ML",0.25,0.302,0.052
"22","ML",0.75,0.6518,-0.0982
"23","ML",0.9,0.8948,-0.0052
"24","ML",0.95,0.9254,-0.0246
