"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.023,-0.027
"2","PM",0.1,0.06,-0.04
"3","PM",0.25,0.191,-0.059
"4","PM",0.75,0.8174,0.0674
"5","PM",0.9,0.9472,0.0472
"6","PM",0.95,0.9802,0.0302
"7","CB",0.05,0.064,0.014
"8","CB",0.1,0.1198,0.0198
"9","CB",0.25,0.2624,0.0124
"10","CB",0.75,0.7362,-0.0138
"11","CB",0.9,0.8888,-0.0112
"12","CB",0.95,0.945,-0.005
"13","GR",0.05,0.0652,0.0152
"14","GR",0.1,0.1242,0.0242
"15","GR",0.25,0.2758,0.0258
"16","GR",0.75,0.7298,-0.0202
"17","GR",0.9,0.8828,-0.0172
"18","GR",0.95,0.9408,-0.0092
"19","ML",0.05,0.1396,0.0896
"20","ML",0.1,0.207,0.107
"21","ML",0.25,0.343,0.093
"22","ML",0.75,0.6564,-0.0936
"23","ML",0.9,0.789,-0.111
"24","ML",0.95,0.8592,-0.0908
