"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,4e-04
"[-5.76,-5.52)",0,2e-04,0,4e-04
"[-5.52,-5.28)",0,0,0,6e-04
"[-5.28,-5.04)",0,0,0,0.0014
"[-5.04,-4.8)",0,2e-04,0,8e-04
"[-4.8,-4.56)",0,0,2e-04,0.0012
"[-4.56,-4.32)",2e-04,6e-04,0,0.0028
"[-4.32,-4.08)",0,2e-04,2e-04,0.0022
"[-4.08,-3.84)",0,2e-04,2e-04,0.0026
"[-3.84,-3.6)",6e-04,6e-04,6e-04,0.0034
"[-3.6,-3.36)",0,0.0022,4e-04,0.0058
"[-3.36,-3.12)",6e-04,0.0016,0.0018,0.0066
"[-3.12,-2.88)",6e-04,0.0028,0.0014,0.007
"[-2.88,-2.64)",8e-04,0.0028,0.0032,0.0114
"[-2.64,-2.4)",0.0018,0.0042,0.0054,0.0122
"[-2.4,-2.16)",0.003,0.0082,0.009,0.0162
"[-2.16,-1.92)",0.0038,0.0122,0.0126,0.0224
"[-1.92,-1.68)",0.0066,0.0172,0.0182,0.0288
"[-1.68,-1.44)",0.013,0.0244,0.0254,0.0268
"[-1.44,-1.2)",0.022,0.0314,0.0364,0.0424
"[-1.2,-0.96)",0.0354,0.0502,0.0484,0.0458
"[-0.96,-0.72)",0.054,0.054,0.0622,0.0598
"[-0.72,-0.48)",0.0798,0.0844,0.08,0.06
"[-0.48,-0.24)",0.1256,0.0918,0.0918,0.0672
"[-0.24,0)",0.1506,0.1124,0.1028,0.071
"[0,0.24)",0.1596,0.1048,0.1038,0.0678
"[0.24,0.48)",0.124,0.1024,0.095,0.0682
"[0.48,0.72)",0.0864,0.0774,0.082,0.0596
"[0.72,0.96)",0.0526,0.0676,0.0636,0.053
"[0.96,1.2)",0.033,0.0446,0.0486,0.0504
"[1.2,1.44)",0.018,0.0334,0.0338,0.0378
"[1.44,1.68)",0.0128,0.0212,0.025,0.034
"[1.68,1.92)",0.004,0.0162,0.0166,0.0304
"[1.92,2.16)",0.0042,0.0114,0.0112,0.023
"[2.16,2.4)",0.003,0.0054,0.0072,0.0174
"[2.4,2.64)",0.0012,0.0032,0.005,0.0124
"[2.64,2.88)",0.001,0.0026,0.003,0.0074
"[2.88,3.12)",2e-04,0.0032,0.0024,0.0084
"[3.12,3.36)",2e-04,0.0012,2e-04,0.0076
"[3.36,3.6)",8e-04,0.001,0.001,0.0046
"[3.6,3.84)",0,6e-04,4e-04,0.0036
"[3.84,4.08)",2e-04,4e-04,0,0.0024
"[4.08,4.32)",2e-04,4e-04,4e-04,0.0016
"[4.32,4.56)",0,6e-04,4e-04,0.003
"[4.56,4.8)",0,0,0,0.002
"[4.8,5.04)",0,2e-04,0,2e-04
"[5.04,5.28)",2e-04,2e-04,0,0.0016
"[5.28,5.52)",0,0,2e-04,0.001
"[5.52,5.76)",0,0,0,4e-04
"[5.76,6)",0,0,0,8e-04
