"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0688,0.0188
"2","PM",0.1,0.118,0.018
"3","PM",0.25,0.2188,-0.0312
"4","PM",0.75,0.6432,-0.1068
"5","PM",0.9,0.9556,0.0556
"6","PM",0.95,0.9788,0.0288
"7","CB",0.05,0.204,0.154
"8","CB",0.1,0.2412,0.1412
"9","CB",0.25,0.32,0.07
"10","CB",0.75,0.5824,-0.1676
"11","CB",0.9,0.8464,-0.0536
"12","CB",0.95,0.8904,-0.0596
"13","GR",0.05,0.1936,0.1436
"14","GR",0.1,0.2336,0.1336
"15","GR",0.25,0.312,0.062
"16","GR",0.75,0.5948,-0.1552
"17","GR",0.9,0.8536,-0.0464
"18","GR",0.95,0.8936,-0.0564
"19","ML",0.05,0.3328,0.2828
"20","ML",0.1,0.3552,0.2552
"21","ML",0.25,0.4028,0.1528
"22","ML",0.75,0.538,-0.212
"23","ML",0.9,0.6896,-0.2104
"24","ML",0.95,0.7208,-0.2292
