"","quantity","estimator","value"
"1","mean","PM",0.07305362129457
"2","mean","CB",0.07305362129457
"3","mean","GR",0.073142273835495
"4","mean","ML",0.120345613317448
"5","var","PM",0.319069287726487
"6","var","CB",2.21567681750883
"7","var","GR",2.04829664535849
"8","var","ML",15.9692418249952
"9","var","true",1.02065198134854
"10","SSEL","PM",1.48009687237597
"11","SSEL","CB",2.75440567088201
"12","SSEL","GR",2.63932342061877
"13","SSEL","ML",15.5303338859597
"14","WSSEL","PM",37.0024218093994
"15","WSSEL","CB",68.8601417720503
"16","WSSEL","GR",65.9830855154693
"17","WSSEL","ML",388.258347148992
"18","ISEL","PM",0.268057764878784
"19","ISEL","CB",0.192511085390959
"20","ISEL","GR",0.167325469909922
"21","ISEL","ML",0.464555924263833
"22","SELrank","PM",0.114196449704142
"23","SELrank","CB",0.114196449704142
"24","SELrank","GR",0.113725443786982
"25","SELrank","ML",0.120145562130178
