"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",1e-04,2e-04,1e-04,2e-04
"[-3.84,-3.6)",1e-04,1e-04,1e-04,1e-04
"[-3.6,-3.36)",2e-04,5e-04,3e-04,5e-04
"[-3.36,-3.12)",5e-04,5e-04,5e-04,5e-04
"[-3.12,-2.88)",6e-04,0.0016,0.001,0.0019
"[-2.88,-2.64)",0.0019,0.0024,0.0027,0.003
"[-2.64,-2.4)",0.0039,0.0034,0.0039,0.0038
"[-2.4,-2.16)",0.0057,0.0078,0.0075,0.0091
"[-2.16,-1.92)",0.0087,0.0102,0.0112,0.0132
"[-1.92,-1.68)",0.017,0.0201,0.0178,0.0213
"[-1.68,-1.44)",0.0228,0.023,0.0265,0.028
"[-1.44,-1.2)",0.0357,0.0382,0.0373,0.0415
"[-1.2,-0.96)",0.0514,0.0507,0.0509,0.0524
"[-0.96,-0.72)",0.0655,0.0668,0.0673,0.0687
"[-0.72,-0.48)",0.0874,0.0846,0.0835,0.0799
"[-0.48,-0.24)",0.0974,0.0945,0.0943,0.0896
"[-0.24,0)",0.1084,0.1031,0.0998,0.0936
"[0,0.24)",0.0993,0.0935,0.0993,0.0856
"[0.24,0.48)",0.0984,0.0949,0.0917,0.0889
"[0.48,0.72)",0.0821,0.0799,0.0799,0.0782
"[0.72,0.96)",0.0653,0.0636,0.0665,0.0634
"[0.96,1.2)",0.0542,0.0552,0.052,0.0545
"[1.2,1.44)",0.0354,0.0385,0.037,0.0448
"[1.44,1.68)",0.0216,0.0243,0.0253,0.0286
"[1.68,1.92)",0.0141,0.0157,0.0174,0.0177
"[1.92,2.16)",0.0098,0.0105,0.0104,0.0118
"[2.16,2.4)",0.0058,0.0073,0.007,0.0087
"[2.4,2.64)",0.0032,0.0042,0.0045,0.0052
"[2.64,2.88)",0.001,0.0017,0.0017,0.0022
"[2.88,3.12)",0.0014,0.0013,0.0014,0.001
"[3.12,3.36)",5e-04,9e-04,4e-04,0.0013
"[3.36,3.6)",2e-04,3e-04,4e-04,3e-04
"[3.6,3.84)",2e-04,2e-04,2e-04,2e-04
"[3.84,4.08)",1e-04,1e-04,1e-04,1e-04
"[4.08,4.32)",0,1e-04,0,1e-04
"[4.32,4.56)",1e-04,0,0,0
"[4.56,4.8)",0,1e-04,1e-04,1e-04
"[4.8,5.04)",0,0,0,0
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
