"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0424,-0.0076
"2","PM",0.1,0.0836,-0.0164
"3","PM",0.25,0.234,-0.016
"4","PM",0.75,0.763600000000001,0.0136
"5","PM",0.9,0.914,0.014
"6","PM",0.95,0.958399999999999,0.0084
"7","CB",0.05,0.0492,-8e-04
"8","CB",0.1,0.1012,0.0012
"9","CB",0.25,0.252,0.002
"10","CB",0.75,0.7512,0.0012
"11","CB",0.9,0.9016,0.0016
"12","CB",0.95,0.9492,-8e-04
"13","GR",0.05,0.046,-0.004
"14","GR",0.1,0.1008,8e-04
"15","GR",0.25,0.2516,0.0016
"16","GR",0.75,0.752400000000001,0.0024
"17","GR",0.9,0.8976,-0.0024
"18","GR",0.95,0.9504,4e-04
"19","ML",0.05,0.0624,0.0124
"20","ML",0.1,0.1228,0.0228
"21","ML",0.25,0.2724,0.0224
"22","ML",0.75,0.7332,-0.0168
"23","ML",0.9,0.8828,-0.0172
"24","ML",0.95,0.9396,-0.0104
