"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0324,-0.0176
"2","PM",0.1,0.0632,-0.0368
"3","PM",0.25,0.1876,-0.0624
"4","PM",0.75,0.7452,-0.0048
"5","PM",0.9,0.9276,0.0276
"6","PM",0.95,0.9628,0.0128
"7","CB",0.05,0.058,0.008
"8","CB",0.1,0.1012,0.0012
"9","CB",0.25,0.2368,-0.0132
"10","CB",0.75,0.73,-0.02
"11","CB",0.9,0.902,0.002
"12","CB",0.95,0.9364,-0.0136
"13","GR",0.05,0.0704,0.0204
"14","GR",0.1,0.114,0.014
"15","GR",0.25,0.242,-0.008
"16","GR",0.75,0.714,-0.036
"17","GR",0.9,0.9088,0.0088
"18","GR",0.95,0.9516,0.0016
"19","ML",0.05,0.1304,0.0804
"20","ML",0.1,0.1772,0.0772
"21","ML",0.25,0.2944,0.0444
"22","ML",0.75,0.6876,-0.0624
"23","ML",0.9,0.8824,-0.0176
"24","ML",0.95,0.9232,-0.0268
