"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,4e-04
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",0,0,0,4e-04
"[-3.84,-3.6)",0,0,0,0
"[-3.6,-3.36)",0,0,0,8e-04
"[-3.36,-3.12)",0,0,0,0.0012
"[-3.12,-2.88)",0,0,0,0.0016
"[-2.88,-2.64)",0,0,0,0.0012
"[-2.64,-2.4)",0,8e-04,8e-04,0.0068
"[-2.4,-2.16)",8e-04,0.002,0.0012,0.0096
"[-2.16,-1.92)",0.0012,0.0036,0.0064,0.0152
"[-1.92,-1.68)",0.0036,0.0068,0.01,0.026
"[-1.68,-1.44)",0.0084,0.0196,0.022,0.0284
"[-1.44,-1.2)",0.022,0.032,0.0368,0.0468
"[-1.2,-0.96)",0.0448,0.0604,0.056,0.062
"[-0.96,-0.72)",0.0916,0.0976,0.0928,0.0796
"[-0.72,-0.48)",0.1352,0.1284,0.1208,0.09
"[-0.48,-0.24)",0.174,0.1572,0.1408,0.1064
"[-0.24,0)",0.1412,0.1132,0.1104,0.0948
"[0,0.24)",0.0872,0.0788,0.0808,0.0792
"[0.24,0.48)",0.058,0.05,0.0584,0.0568
"[0.48,0.72)",0.0432,0.04,0.046,0.0488
"[0.72,0.96)",0.0348,0.0364,0.0388,0.0376
"[0.96,1.2)",0.0284,0.0268,0.032,0.0264
"[1.2,1.44)",0.0296,0.0228,0.0292,0.032
"[1.44,1.68)",0.0224,0.0244,0.0248,0.03
"[1.68,1.92)",0.0256,0.022,0.0292,0.0248
"[1.92,2.16)",0.0192,0.026,0.024,0.0288
"[2.16,2.4)",0.0168,0.02,0.016,0.0176
"[2.4,2.64)",0.006,0.0164,0.0104,0.0136
"[2.64,2.88)",0.0032,0.0076,0.0076,0.0136
"[2.88,3.12)",0.0016,0.0044,0.002,0.0068
"[3.12,3.36)",0.0012,0.0016,0.0016,0.0052
"[3.36,3.6)",0,4e-04,0.0012,0.0044
"[3.6,3.84)",0,8e-04,0,8e-04
"[3.84,4.08)",0,0,0,0.0012
"[4.08,4.32)",0,0,0,4e-04
"[4.32,4.56)",0,0,0,4e-04
"[4.56,4.8)",0,0,0,0
"[4.8,5.04)",0,0,0,4e-04
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
