"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.001
"[-5.76,-5.52)",0,0,0,0.0014
"[-5.52,-5.28)",0,0,0,0.0022
"[-5.28,-5.04)",0,0,0,0.0018
"[-5.04,-4.8)",0,0,0,8e-04
"[-4.8,-4.56)",0,0,0,0.0012
"[-4.56,-4.32)",0,0,0,0.002
"[-4.32,-4.08)",0,0,0,0.0028
"[-4.08,-3.84)",0,2e-04,0,0.0042
"[-3.84,-3.6)",0,0,0,0.0034
"[-3.6,-3.36)",0,2e-04,2e-04,0.0042
"[-3.36,-3.12)",0,0,0,0.007
"[-3.12,-2.88)",0,4e-04,4e-04,0.0078
"[-2.88,-2.64)",0,0.0012,0.0024,0.0086
"[-2.64,-2.4)",4e-04,0.0016,0.0032,0.0122
"[-2.4,-2.16)",8e-04,0.0058,0.0082,0.0146
"[-2.16,-1.92)",0.0012,0.0082,0.0088,0.0248
"[-1.92,-1.68)",0.0028,0.0136,0.0162,0.025
"[-1.68,-1.44)",0.008,0.0262,0.0242,0.0294
"[-1.44,-1.2)",0.0178,0.0362,0.0378,0.0504
"[-1.2,-0.96)",0.037,0.051,0.0554,0.0558
"[-0.96,-0.72)",0.0598,0.0786,0.073,0.0584
"[-0.72,-0.48)",0.1054,0.0886,0.0906,0.0734
"[-0.48,-0.24)",0.1466,0.114,0.1046,0.0758
"[-0.24,0)",0.171,0.1226,0.1042,0.0718
"[0,0.24)",0.1432,0.1078,0.0972,0.06
"[0.24,0.48)",0.1008,0.086,0.0822,0.0536
"[0.48,0.72)",0.0612,0.0646,0.0688,0.0534
"[0.72,0.96)",0.0436,0.0408,0.0552,0.0338
"[0.96,1.2)",0.0278,0.0334,0.044,0.0352
"[1.2,1.44)",0.0228,0.0288,0.0342,0.0336
"[1.44,1.68)",0.0176,0.02,0.0276,0.0284
"[1.68,1.92)",0.0146,0.0154,0.0204,0.0242
"[1.92,2.16)",0.008,0.014,0.014,0.025
"[2.16,2.4)",0.0042,0.0144,0.01,0.0204
"[2.4,2.64)",0.0032,0.0082,0.0082,0.0192
"[2.64,2.88)",0.0014,0.0078,0.004,0.0152
"[2.88,3.12)",4e-04,0.0042,0.003,0.0116
"[3.12,3.36)",2e-04,0.0024,0.0014,0.0076
"[3.36,3.6)",0,0.001,4e-04,0.007
"[3.6,3.84)",2e-04,0.0016,0,0.0038
"[3.84,4.08)",0,6e-04,2e-04,0.003
"[4.08,4.32)",0,2e-04,0,0.0038
"[4.32,4.56)",0,2e-04,0,0.002
"[4.56,4.8)",0,2e-04,0,0.0034
"[4.8,5.04)",0,0,0,0.002
"[5.04,5.28)",0,0,0,0.002
"[5.28,5.52)",0,0,0,0.0018
"[5.52,5.76)",0,0,0,0.0016
"[5.76,6)",0,0,0,8e-04
