"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0284,-0.0216
"2","PM",0.1,0.0526,-0.0474
"3","PM",0.25,0.1426,-0.1074
"4","PM",0.75,0.7592,0.0092
"5","PM",0.9,0.969,0.069
"6","PM",0.95,0.9878,0.0378
"7","CB",0.05,0.0871999999999999,0.0372
"8","CB",0.1,0.1288,0.0288
"9","CB",0.25,0.2344,-0.0156
"10","CB",0.75,0.7114,-0.0386
"11","CB",0.9,0.9306,0.0306
"12","CB",0.95,0.9518,0.0018
"13","GR",0.05,0.0953999999999999,0.0454
"14","GR",0.1,0.138,0.038
"15","GR",0.25,0.2424,-0.0076
"16","GR",0.75,0.6768,-0.0732
"17","GR",0.9,0.9388,0.0388
"18","GR",0.95,0.9666,0.0166
"19","ML",0.05,0.1982,0.1482
"20","ML",0.1,0.2468,0.1468
"21","ML",0.25,0.332,0.082
"22","ML",0.75,0.6366,-0.1134
"23","ML",0.9,0.8436,-0.0564
"24","ML",0.95,0.8784,-0.0716
