"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,4e-04,0,4e-04
"[-5.76,-5.52)",0,0,0,0.0028
"[-5.52,-5.28)",0,0,0,8e-04
"[-5.28,-5.04)",0,0,0,0.0028
"[-5.04,-4.8)",0,0,0,0.0016
"[-4.8,-4.56)",4e-04,4e-04,4e-04,0.0036
"[-4.56,-4.32)",0,0,0,0.0028
"[-4.32,-4.08)",0,0,0,0.0024
"[-4.08,-3.84)",0,0.0012,0,0.0048
"[-3.84,-3.6)",4e-04,0.0016,0.0016,0.0064
"[-3.6,-3.36)",0,4e-04,8e-04,0.0044
"[-3.36,-3.12)",0,0.002,4e-04,0.01
"[-3.12,-2.88)",0.0016,0.0036,0.0024,0.0092
"[-2.88,-2.64)",0.0016,0.0056,0.0052,0.008
"[-2.64,-2.4)",8e-04,0.006,0.0056,0.0168
"[-2.4,-2.16)",0.0048,0.0072,0.006,0.0212
"[-2.16,-1.92)",0.0064,0.012,0.0168,0.0176
"[-1.92,-1.68)",0.008,0.0124,0.014,0.0232
"[-1.68,-1.44)",0.0124,0.0208,0.026,0.0332
"[-1.44,-1.2)",0.0148,0.0264,0.034,0.0336
"[-1.2,-0.96)",0.0336,0.042,0.0456,0.0436
"[-0.96,-0.72)",0.0484,0.0652,0.0636,0.0532
"[-0.72,-0.48)",0.0956,0.1,0.084,0.0724
"[-0.48,-0.24)",0.136,0.0872,0.1,0.0584
"[-0.24,0)",0.1704,0.1292,0.1188,0.078
"[0,0.24)",0.1708,0.1184,0.1176,0.0612
"[0.24,0.48)",0.1268,0.1064,0.098,0.068
"[0.48,0.72)",0.0672,0.0808,0.0748,0.06
"[0.72,0.96)",0.0372,0.0504,0.0552,0.0564
"[0.96,1.2)",0.0232,0.0316,0.0392,0.0412
"[1.2,1.44)",0.0168,0.0268,0.0272,0.0336
"[1.44,1.68)",0.0072,0.0232,0.0224,0.0276
"[1.68,1.92)",0.0068,0.0132,0.0144,0.0248
"[1.92,2.16)",0.0036,0.0088,0.0096,0.0224
"[2.16,2.4)",4e-04,0.0048,0.0052,0.0172
"[2.4,2.64)",4e-04,0.004,0.0036,0.0144
"[2.64,2.88)",0.0012,0.0024,0.0024,0.0104
"[2.88,3.12)",4e-04,4e-04,0.0016,0.0092
"[3.12,3.36)",4e-04,0.0012,0,0.0068
"[3.36,3.6)",4e-04,4e-04,4e-04,0.0036
"[3.6,3.84)",0,4e-04,8e-04,0.0048
"[3.84,4.08)",0,8e-04,4e-04,0.0044
"[4.08,4.32)",4e-04,4e-04,4e-04,0.0016
"[4.32,4.56)",4e-04,0,4e-04,0.002
"[4.56,4.8)",4e-04,0,4e-04,0.0036
"[4.8,5.04)",0,0,0,0.002
"[5.04,5.28)",0,4e-04,0,0.0024
"[5.28,5.52)",0,0,0,0.0016
"[5.52,5.76)",0,8e-04,0,0.002
"[5.76,6)",0,0,0,8e-04
