"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0388,-0.0112
"2","PM",0.1,0.0740000000000001,-0.026
"3","PM",0.25,0.206,-0.044
"4","PM",0.75,0.8044,0.0544
"5","PM",0.9,0.9376,0.0376
"6","PM",0.95,0.9696,0.0196
"7","CB",0.05,0.054,0.004
"8","CB",0.1,0.1,0
"9","CB",0.25,0.236,-0.014
"10","CB",0.75,0.7728,0.0228
"11","CB",0.9,0.916,0.016
"12","CB",0.95,0.9528,0.0028
"13","GR",0.05,0.0548,0.0048
"14","GR",0.1,0.098,-0.002
"15","GR",0.25,0.2376,-0.0124
"16","GR",0.75,0.7736,0.0236
"17","GR",0.9,0.9112,0.0112
"18","GR",0.95,0.9552,0.0052
"19","ML",0.05,0.0844,0.0344
"20","ML",0.1,0.1384,0.0384
"21","ML",0.25,0.2848,0.0348
"22","ML",0.75,0.7304,-0.0196
"23","ML",0.9,0.876400000000001,-0.0236
"24","ML",0.95,0.9276,-0.0224
