"","quantity","estimator","value"
"1","mean","PM",-0.00906538799303738
"2","mean","CB",-0.00906538799303738
"3","mean","GR",-0.00849938723584108
"4","mean","ML",-0.00733287530226233
"5","var","PM",0.684856085421568
"6","var","CB",1.00249154985529
"7","var","GR",0.974921960935137
"8","var","ML",1.69978644925269
"9","var","true",1.00801567725347
"10","SSEL","PM",0.324356533862378
"11","SSEL","CB",0.352088165009645
"12","SSEL","GR",0.378154099809722
"13","SSEL","ML",0.722664493454898
"14","WSSEL","PM",16.2178266931189
"15","WSSEL","CB",17.6044082504823
"16","WSSEL","GR",18.9077049904861
"17","WSSEL","ML",36.1332246727449
"18","ISEL","PM",0.0183448092008218
"19","ISEL","CB",0.0123195993939498
"20","ISEL","GR",0.0121467990496568
"21","ISEL","ML",0.023100347270748
"22","SELrank","PM",0.0373265667051134
"23","SELrank","CB",0.0373265667051134
"24","SELrank","GR",0.0371497116493656
"25","SELrank","ML",0.0429207227989235
