"","var_true_theta"
"1",0.837879529117548
"2",1.13189512408415
"3",1.01895545698696
"4",0.735894347199075
"5",0.751687312581092
"6",1.08400678530236
"7",0.857006992614859
"8",1.09036971320383
"9",0.915439014687957
"10",0.704233660629534
"11",1.16414641745822
"12",0.91544223062864
"13",0.56300232086539
"14",0.921936238923777
"15",0.854436296206596
"16",0.93066837382533
"17",0.880351004954906
"18",1.28467883514038
"19",1.07744866206972
"20",0.899080210107266
"21",0.861948679085603
"22",0.939929990717501
"23",0.960966887755802
"24",0.945860478254926
"25",0.866340101517817
"26",0.915988961153461
"27",0.842767714938265
"28",1.29685245732745
"29",0.705370664893923
"30",1.19331768417595
"31",0.983463947129725
"32",0.919811301151262
"33",1.38943751484985
"34",1.36159811623815
"35",0.971413516352853
"36",1.07272383575355
"37",1.0270866247171
"38",0.877727588890395
"39",0.992251760820148
"40",0.950756685652499
"41",1.06647032361863
"42",0.938380470311899
"43",1.16768509274208
"44",0.798656263712022
"45",1.20984418164269
"46",0.983830293179633
"47",0.999666865896565
"48",0.68820455975783
"49",1.04353820152225
"50",1.38427741853023
"51",0.692437445000541
"52",1.14095486510606
"53",0.812835871575025
"54",0.684537253600314
"55",1.30569768622759
"56",0.950731816104811
"57",0.972724164168749
"58",0.348590907907479
"59",1.1207295168218
"60",1.12743875003623
"61",1.30140930314295
"62",1.20887948659048
"63",1.53532667572573
"64",1.41787618853585
"65",0.797168817850023
"66",1.36798354867666
"67",1.10210537749297
"68",1.00300264222059
"69",1.25635710361148
"70",0.690075763380338
"71",1.00092175841771
"72",0.985314533673372
"73",0.953766983067589
"74",0.888455268190658
"75",1.08593892160093
"76",1.22407400470313
"77",1.12307681571501
"78",0.993448745980193
"79",1.19742042598057
"80",1.25068341065361
"81",1.46763293818597
"82",1.30017992972169
"83",1.18372845192288
"84",1.16684954012797
"85",0.936391821372022
"86",0.994772503366091
"87",1.37278471509806
"88",0.644041243644126
"89",0.911947642720691
"90",0.899575451015125
"91",0.981469549634975
"92",0.800881410723494
"93",1.01694387707356
"94",0.976746686340497
"95",1.08773868230688
"96",1.022067717739
"97",0.824638609431763
"98",0.660595380638854
"99",0.990151805689886
"100",1.04773900795735
