"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,2e-04
"[-5.76,-5.52)",0,0,0,2e-04
"[-5.52,-5.28)",0,0,0,2e-04
"[-5.28,-5.04)",0,0,0,2e-04
"[-5.04,-4.8)",0,0,0,4e-04
"[-4.8,-4.56)",0,0,0,2e-04
"[-4.56,-4.32)",0,0,0,2e-04
"[-4.32,-4.08)",0,0,0,8e-04
"[-4.08,-3.84)",0,0,0,6e-04
"[-3.84,-3.6)",0,0,0,0.0012
"[-3.6,-3.36)",0,0,0,0.0018
"[-3.36,-3.12)",0,0,0,0.0028
"[-3.12,-2.88)",0,2e-04,0,0.0036
"[-2.88,-2.64)",0,2e-04,0.0012,0.005
"[-2.64,-2.4)",2e-04,0.001,0.0018,0.006
"[-2.4,-2.16)",8e-04,0.0032,0.0054,0.0106
"[-2.16,-1.92)",0.0014,0.0076,0.0088,0.014
"[-1.92,-1.68)",0.0066,0.0106,0.0132,0.0224
"[-1.68,-1.44)",0.0102,0.0166,0.0214,0.0278
"[-1.44,-1.2)",0.0182,0.0398,0.0378,0.0458
"[-1.2,-0.96)",0.0532,0.0588,0.0566,0.0674
"[-0.96,-0.72)",0.0812,0.0894,0.0822,0.0784
"[-0.72,-0.48)",0.1166,0.1142,0.1028,0.095
"[-0.48,-0.24)",0.1538,0.124,0.1154,0.0934
"[-0.24,0)",0.1436,0.1154,0.1116,0.0894
"[0,0.24)",0.115,0.0992,0.0984,0.0702
"[0.24,0.48)",0.0802,0.077,0.0786,0.064
"[0.48,0.72)",0.0526,0.0504,0.0586,0.0466
"[0.72,0.96)",0.0382,0.037,0.0458,0.0358
"[0.96,1.2)",0.024,0.0288,0.0352,0.0344
"[1.2,1.44)",0.0306,0.024,0.0316,0.0304
"[1.44,1.68)",0.0218,0.024,0.0252,0.0274
"[1.68,1.92)",0.0186,0.0194,0.0214,0.0286
"[1.92,2.16)",0.014,0.0172,0.0168,0.0298
"[2.16,2.4)",0.0094,0.014,0.0122,0.0216
"[2.4,2.64)",0.0058,0.0108,0.0086,0.0134
"[2.64,2.88)",0.0028,0.0078,0.0056,0.0116
"[2.88,3.12)",4e-04,0.005,0.002,0.0058
"[3.12,3.36)",6e-04,0.0024,0.001,0.0036
"[3.36,3.6)",2e-04,0.001,8e-04,0.0026
"[3.6,3.84)",0,8e-04,0,0.0024
"[3.84,4.08)",0,2e-04,0,0.0012
"[4.08,4.32)",0,0,0,0.0012
"[4.32,4.56)",0,0,0,8e-04
"[4.56,4.8)",0,0,0,2e-04
"[4.8,5.04)",0,0,0,2e-04
"[5.04,5.28)",0,0,0,2e-04
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,2e-04
"[5.76,6)",0,0,0,0
