"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,4e-04,0,0
"[-4.8,-4.56)",4e-04,0,4e-04,4e-04
"[-4.56,-4.32)",0,2e-04,0,0
"[-4.32,-4.08)",2e-04,4e-04,2e-04,6e-04
"[-4.08,-3.84)",4e-04,2e-04,4e-04,4e-04
"[-3.84,-3.6)",4e-04,0.0012,6e-04,8e-04
"[-3.6,-3.36)",0.0012,8e-04,0.001,0.0014
"[-3.36,-3.12)",0.0012,0.0014,0.0012,0.0016
"[-3.12,-2.88)",0.0012,0.0012,0.0014,0.0022
"[-2.88,-2.64)",0.0014,0.002,0.0014,0.0028
"[-2.64,-2.4)",0.0028,0.0048,0.0042,0.0072
"[-2.4,-2.16)",0.0058,0.0082,0.0076,0.008
"[-2.16,-1.92)",0.01,0.0104,0.0116,0.0118
"[-1.92,-1.68)",0.0134,0.0162,0.0154,0.0186
"[-1.68,-1.44)",0.0184,0.019,0.0224,0.0254
"[-1.44,-1.2)",0.0268,0.0278,0.031,0.032
"[-1.2,-0.96)",0.0396,0.0416,0.045,0.0488
"[-0.96,-0.72)",0.0648,0.068,0.065,0.0666
"[-0.72,-0.48)",0.0902,0.0892,0.0862,0.0848
"[-0.48,-0.24)",0.1116,0.104,0.1014,0.0976
"[-0.24,0)",0.1194,0.112,0.1096,0.0966
"[0,0.24)",0.1194,0.109,0.1092,0.0974
"[0.24,0.48)",0.0988,0.099,0.0968,0.0912
"[0.48,0.72)",0.086,0.0794,0.0846,0.0786
"[0.72,0.96)",0.0628,0.0668,0.0626,0.064
"[0.96,1.2)",0.046,0.0462,0.0458,0.049
"[1.2,1.44)",0.0238,0.029,0.0304,0.0372
"[1.44,1.68)",0.018,0.0188,0.0212,0.0232
"[1.68,1.92)",0.0122,0.0146,0.0138,0.0164
"[1.92,2.16)",0.0062,0.0068,0.01,0.0096
"[2.16,2.4)",0.0042,0.006,0.0054,0.0078
"[2.4,2.64)",0.0038,0.0034,0.0042,0.005
"[2.64,2.88)",0.0032,0.0036,0.0032,0.0036
"[2.88,3.12)",0.0012,0.0026,0.0016,0.0028
"[3.12,3.36)",0.0016,0.0014,0.0012,0.0018
"[3.36,3.6)",4e-04,8e-04,6e-04,0.001
"[3.6,3.84)",6e-04,8e-04,8e-04,8e-04
"[3.84,4.08)",2e-04,2e-04,2e-04,4e-04
"[4.08,4.32)",2e-04,2e-04,2e-04,2e-04
"[4.32,4.56)",6e-04,4e-04,4e-04,8e-04
"[4.56,4.8)",6e-04,6e-04,8e-04,4e-04
"[4.8,5.04)",2e-04,4e-04,2e-04,2e-04
"[5.04,5.28)",0,2e-04,0,0
"[5.28,5.52)",2e-04,0,2e-04,4e-04
"[5.52,5.76)",0,2e-04,0,0
"[5.76,6)",0,0,0,0
