"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0478,-0.0022
"2","PM",0.1,0.0919999999999999,-0.008
"3","PM",0.25,0.2436,-0.0064
"4","PM",0.75,0.757,0.007
"5","PM",0.9,0.912,0.012
"6","PM",0.95,0.9566,0.0066
"7","CB",0.05,0.0554,0.0054
"8","CB",0.1,0.1032,0.0032
"9","CB",0.25,0.259,0.009
"10","CB",0.75,0.7452,-0.0048
"11","CB",0.9,0.8992,-8e-04
"12","CB",0.95,0.9488,-0.0012
"13","GR",0.05,0.0554,0.0054
"14","GR",0.1,0.1076,0.0076
"15","GR",0.25,0.2628,0.0128
"16","GR",0.75,0.7432,-0.0068
"17","GR",0.9,0.8968,-0.0032
"18","GR",0.95,0.9494,-6e-04
"19","ML",0.05,0.0669999999999999,0.017
"20","ML",0.1,0.1228,0.0228
"21","ML",0.25,0.2836,0.0336
"22","ML",0.75,0.7232,-0.0268
"23","ML",0.9,0.877,-0.023
"24","ML",0.95,0.939,-0.011
