"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,2e-04,2e-04,0.0058
"[-5.76,-5.52)",0,0,0,0.0062
"[-5.52,-5.28)",0,2e-04,2e-04,0.007
"[-5.28,-5.04)",0,0,0,0.0076
"[-5.04,-4.8)",0,2e-04,6e-04,0.0098
"[-4.8,-4.56)",0,4e-04,8e-04,0.0086
"[-4.56,-4.32)",0,6e-04,4e-04,0.0108
"[-4.32,-4.08)",0,6e-04,6e-04,0.0128
"[-4.08,-3.84)",2e-04,2e-04,0.0012,0.013
"[-3.84,-3.6)",0,6e-04,6e-04,0.0176
"[-3.6,-3.36)",2e-04,8e-04,0.002,0.0146
"[-3.36,-3.12)",0,0.0024,0.0022,0.0184
"[-3.12,-2.88)",4e-04,0.0024,0.0026,0.0228
"[-2.88,-2.64)",2e-04,0.0044,0.0038,0.0178
"[-2.64,-2.4)",0,0.0048,0.0044,0.0222
"[-2.4,-2.16)",4e-04,0.0064,0.0072,0.027
"[-2.16,-1.92)",4e-04,0.0108,0.0078,0.0226
"[-1.92,-1.68)",0.0014,0.0148,0.0106,0.026
"[-1.68,-1.44)",0.0054,0.0242,0.0168,0.029
"[-1.44,-1.2)",0.009,0.0346,0.0262,0.0274
"[-1.2,-0.96)",0.0132,0.0474,0.0372,0.0288
"[-0.96,-0.72)",0.0302,0.0612,0.0572,0.0288
"[-0.72,-0.48)",0.0918,0.0774,0.0796,0.0274
"[-0.48,-0.24)",0.1344,0.0904,0.1012,0.0244
"[-0.24,0)",0.1554,0.1,0.115,0.0276
"[0,0.24)",0.236,0.1034,0.1208,0.0282
"[0.24,0.48)",0.1534,0.0868,0.1054,0.0322
"[0.48,0.72)",0.0792,0.0788,0.0874,0.0264
"[0.72,0.96)",0.0404,0.0674,0.063,0.0276
"[0.96,1.2)",0.026,0.0538,0.0458,0.027
"[1.2,1.44)",0.015,0.0398,0.029,0.0256
"[1.44,1.68)",0.0048,0.0262,0.0196,0.0276
"[1.68,1.92)",0.0012,0.0174,0.0128,0.0234
"[1.92,2.16)",4e-04,0.0126,0.0088,0.0254
"[2.16,2.4)",6e-04,0.008,0.008,0.0192
"[2.4,2.64)",0,0.0064,0.0052,0.0244
"[2.64,2.88)",4e-04,0.004,0.0026,0.0206
"[2.88,3.12)",0,0.0022,0.004,0.0182
"[3.12,3.36)",0,0.002,0.002,0.0184
"[3.36,3.6)",0,0.0012,0.002,0.0164
"[3.6,3.84)",0,0.001,6e-04,0.0166
"[3.84,4.08)",0,0.001,0.001,0.013
"[4.08,4.32)",0,6e-04,0.0012,0.014
"[4.32,4.56)",0,0.001,0.001,0.0138
"[4.56,4.8)",0,4e-04,6e-04,0.0118
"[4.8,5.04)",0,2e-04,2e-04,0.0112
"[5.04,5.28)",0,2e-04,0,0.0088
"[5.28,5.52)",0,0,0,0.006
"[5.52,5.76)",0,0,4e-04,0.0078
"[5.76,6)",0,0,0,0.0044
