"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0454,-0.0046
"2","PM",0.1,0.0736,-0.0264
"3","PM",0.25,0.158,-0.092
"4","PM",0.75,0.6702,-0.0798
"5","PM",0.9,0.9822,0.0822
"6","PM",0.95,0.9922,0.0422
"7","CB",0.05,0.1626,0.1126
"8","CB",0.1,0.2006,0.1006
"9","CB",0.25,0.2836,0.0336
"10","CB",0.75,0.6054,-0.1446
"11","CB",0.9,0.887999999999999,-0.012
"12","CB",0.95,0.9238,-0.0262
"13","GR",0.05,0.1676,0.1176
"14","GR",0.1,0.207,0.107
"15","GR",0.25,0.2876,0.0376
"16","GR",0.75,0.6012,-0.1488
"17","GR",0.9,0.8814,-0.0186
"18","GR",0.95,0.92,-0.03
"19","ML",0.05,0.3342,0.2842
"20","ML",0.1,0.3586,0.2586
"21","ML",0.25,0.4008,0.1508
"22","ML",0.75,0.5508,-0.1992
"23","ML",0.9,0.7092,-0.1908
"24","ML",0.95,0.7408,-0.2092
