"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,6e-04
"[-5.76,-5.52)",0,0,0,0.0016
"[-5.52,-5.28)",0,0,0,0.0022
"[-5.28,-5.04)",0,0,0,0.0028
"[-5.04,-4.8)",0,0,0,0.0018
"[-4.8,-4.56)",0,0,0,0.0018
"[-4.56,-4.32)",0,0,0,0.0024
"[-4.32,-4.08)",0,0,0,0.0032
"[-4.08,-3.84)",0,0,0,0.005
"[-3.84,-3.6)",0,0,0,0.0036
"[-3.6,-3.36)",0,4e-04,6e-04,0.0078
"[-3.36,-3.12)",0,4e-04,4e-04,0.0078
"[-3.12,-2.88)",0,4e-04,0.0012,0.0098
"[-2.88,-2.64)",0,0.0014,0.001,0.0094
"[-2.64,-2.4)",6e-04,0.0016,0.0032,0.0098
"[-2.4,-2.16)",8e-04,0.0058,0.0084,0.0162
"[-2.16,-1.92)",0.0014,0.0102,0.0106,0.0226
"[-1.92,-1.68)",0.0038,0.016,0.0164,0.0268
"[-1.68,-1.44)",0.0112,0.0246,0.0282,0.0396
"[-1.44,-1.2)",0.0218,0.0474,0.044,0.0406
"[-1.2,-0.96)",0.0396,0.0612,0.061,0.0552
"[-0.96,-0.72)",0.082,0.0848,0.0822,0.0672
"[-0.72,-0.48)",0.1168,0.1014,0.0992,0.067
"[-0.48,-0.24)",0.1484,0.107,0.0994,0.064
"[-0.24,0)",0.149,0.105,0.0956,0.0692
"[0,0.24)",0.116,0.0898,0.0844,0.0624
"[0.24,0.48)",0.0926,0.0778,0.0738,0.053
"[0.48,0.72)",0.0642,0.057,0.0642,0.053
"[0.72,0.96)",0.0508,0.0446,0.0534,0.0462
"[0.96,1.2)",0.0282,0.0412,0.044,0.0382
"[1.2,1.44)",0.0256,0.0302,0.036,0.0318
"[1.44,1.68)",0.0148,0.022,0.025,0.028
"[1.68,1.92)",0.0102,0.0168,0.0208,0.0232
"[1.92,2.16)",0.0082,0.0138,0.0142,0.0222
"[2.16,2.4)",0.0038,0.0086,0.01,0.0178
"[2.4,2.64)",0.0028,0.0076,0.0072,0.0134
"[2.64,2.88)",0.0026,0.0078,0.005,0.013
"[2.88,3.12)",0.0022,0.0026,0.0042,0.0076
"[3.12,3.36)",0.0012,0.0042,0.0026,0.0102
"[3.36,3.6)",4e-04,0.0026,0.0018,0.0086
"[3.6,3.84)",2e-04,0.001,6e-04,0.0062
"[3.84,4.08)",6e-04,0.0024,6e-04,0.0032
"[4.08,4.32)",2e-04,0.001,8e-04,0.004
"[4.32,4.56)",0,2e-04,0,0.0028
"[4.56,4.8)",0,4e-04,0,0.003
"[4.8,5.04)",0,2e-04,0,0.0016
"[5.04,5.28)",0,4e-04,0,0.003
"[5.28,5.52)",0,2e-04,0,8e-04
"[5.52,5.76)",0,0,0,0.0014
"[5.76,6)",0,0,0,6e-04
