"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.034,-0.016
"2","PM",0.1,0.0652,-0.0348
"3","PM",0.25,0.2064,-0.0436
"4","PM",0.75,0.802,0.052
"5","PM",0.9,0.9324,0.0324
"6","PM",0.95,0.9664,0.0164
"7","CB",0.05,0.0524,0.0024
"8","CB",0.1,0.0968,-0.0032
"9","CB",0.25,0.2504,4e-04
"10","CB",0.75,0.7664,0.0164
"11","CB",0.9,0.9024,0.0024
"12","CB",0.95,0.9444,-0.0056
"13","GR",0.05,0.0544,0.0044
"14","GR",0.1,0.0996,-4e-04
"15","GR",0.25,0.2452,-0.0048
"16","GR",0.75,0.766,0.016
"17","GR",0.9,0.9036,0.0036
"18","GR",0.95,0.948,-0.002
"19","ML",0.05,0.0896,0.0396
"20","ML",0.1,0.1432,0.0432
"21","ML",0.25,0.298,0.048
"22","ML",0.75,0.7212,-0.0288
"23","ML",0.9,0.853200000000001,-0.0468
"24","ML",0.95,0.9044,-0.0456
