"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0424,-0.0076
"2","PM",0.1,0.0892,-0.0108
"3","PM",0.25,0.2252,-0.0248
"4","PM",0.75,0.74,-0.01
"5","PM",0.9,0.9348,0.0348
"6","PM",0.95,0.971999999999999,0.022
"7","CB",0.05,0.0616,0.0116
"8","CB",0.1,0.1168,0.0168
"9","CB",0.25,0.2564,0.0064
"10","CB",0.75,0.7292,-0.0208
"11","CB",0.9,0.9192,0.0192
"12","CB",0.95,0.9552,0.0052
"13","GR",0.05,0.0748000000000001,0.0248
"14","GR",0.1,0.1224,0.0224
"15","GR",0.25,0.2524,0.0024
"16","GR",0.75,0.7188,-0.0312
"17","GR",0.9,0.9284,0.0284
"18","GR",0.95,0.9644,0.0144
"19","ML",0.05,0.086,0.036
"20","ML",0.1,0.1448,0.0448
"21","ML",0.25,0.2788,0.0288
"22","ML",0.75,0.7168,-0.0332
"23","ML",0.9,0.9032,0.0032
"24","ML",0.95,0.9476,-0.0024
