"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0488,-0.0012
"2","PM",0.1,0.1152,0.0152
"3","PM",0.25,0.268,0.018
"4","PM",0.75,0.7208,-0.0292
"5","PM",0.9,0.946,0.046
"6","PM",0.95,0.966,0.016
"7","CB",0.05,0.0684,0.0184
"8","CB",0.1,0.1364,0.0364
"9","CB",0.25,0.2872,0.0372
"10","CB",0.75,0.7128,-0.0372
"11","CB",0.9,0.9416,0.0416
"12","CB",0.95,0.9584,0.0084
"13","GR",0.05,0.0772,0.0272
"14","GR",0.1,0.1368,0.0368
"15","GR",0.25,0.2812,0.0312
"16","GR",0.75,0.7104,-0.0396
"17","GR",0.9,0.9412,0.0412
"18","GR",0.95,0.964399999999999,0.0144
"19","ML",0.05,0.1032,0.0532
"20","ML",0.1,0.1692,0.0692
"21","ML",0.25,0.2932,0.0432
"22","ML",0.75,0.6976,-0.0524
"23","ML",0.9,0.9304,0.0304
"24","ML",0.95,0.954,0.004
