"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",0,0,0,0
"[-3.84,-3.6)",0,0,0,0
"[-3.6,-3.36)",0,0,0,0
"[-3.36,-3.12)",0,0,0,0
"[-3.12,-2.88)",0,0,0,4e-04
"[-2.88,-2.64)",0,0,0,8e-04
"[-2.64,-2.4)",0,0,0,0.0016
"[-2.4,-2.16)",0,0.0016,4e-04,0.004
"[-2.16,-1.92)",0.0028,0.0028,0.004,0.0056
"[-1.92,-1.68)",0.004,0.0036,0.0092,0.0168
"[-1.68,-1.44)",0.012,0.0212,0.0244,0.0316
"[-1.44,-1.2)",0.038,0.052,0.0472,0.0524
"[-1.2,-0.96)",0.0828,0.0884,0.0792,0.0828
"[-0.96,-0.72)",0.1116,0.1012,0.1032,0.0836
"[-0.72,-0.48)",0.1132,0.1096,0.1092,0.0992
"[-0.48,-0.24)",0.1216,0.1104,0.1036,0.1052
"[-0.24,0)",0.1044,0.0976,0.0976,0.0912
"[0,0.24)",0.0868,0.0776,0.084,0.0784
"[0.24,0.48)",0.0712,0.0728,0.0728,0.0724
"[0.48,0.72)",0.0576,0.056,0.0592,0.0568
"[0.72,0.96)",0.0484,0.0472,0.0504,0.0512
"[0.96,1.2)",0.0456,0.0448,0.0452,0.0448
"[1.2,1.44)",0.0284,0.0296,0.0304,0.0284
"[1.44,1.68)",0.0172,0.0248,0.0204,0.0228
"[1.68,1.92)",0.0144,0.0116,0.0168,0.016
"[1.92,2.16)",0.0108,0.012,0.012,0.014
"[2.16,2.4)",0.008,0.01,0.0084,0.0104
"[2.4,2.64)",0.0072,0.0084,0.0072,0.01
"[2.64,2.88)",0.0052,0.006,0.0056,0.0056
"[2.88,3.12)",0.0044,0.0044,0.004,0.0052
"[3.12,3.36)",0.0016,0.002,0.0024,0.004
"[3.36,3.6)",8e-04,0.002,0.0012,0.0024
"[3.6,3.84)",0.0012,4e-04,0.0012,4e-04
"[3.84,4.08)",0,0.0012,0,0.0012
"[4.08,4.32)",4e-04,4e-04,4e-04,4e-04
"[4.32,4.56)",4e-04,0,4e-04,0
"[4.56,4.8)",0,4e-04,0,4e-04
"[4.8,5.04)",0,0,0,0
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
