"","quantity","estimator","value"
"1","mean","PM",-0.0390116243009798
"2","mean","CB",-0.0390116243009798
"3","mean","GR",-0.0389403505580351
"4","mean","ML",-0.0395225714519257
"5","var","PM",0.866509864992309
"6","var","CB",0.987098118845375
"7","var","GR",0.964793920046549
"8","var","ML",1.14798113431273
"9","var","true",0.991152341538701
"10","SSEL","PM",0.123523255967497
"11","SSEL","CB",0.126583128536322
"12","SSEL","GR",0.132903638487681
"13","SSEL","ML",0.15281386908385
"14","WSSEL","PM",3.08808139918743
"15","WSSEL","CB",3.16457821340806
"16","WSSEL","GR",3.32259096219201
"17","WSSEL","ML",3.82034672709624
"18","ISEL","PM",0.0127126391239685
"19","ISEL","CB",0.0120785549707666
"20","ISEL","GR",0.00955261928817681
"21","ISEL","ML",0.0118910488605167
"22","SELrank","PM",0.0146674556213018
"23","SELrank","CB",0.0146674556213018
"24","SELrank","GR",0.0148153846153846
"25","SELrank","ML",0.0156721893491124
