"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0208,-0.0292
"2","PM",0.1,0.0348,-0.0652
"3","PM",0.25,0.1704,-0.0796
"4","PM",0.75,0.872,0.122
"5","PM",0.9,0.952,0.052
"6","PM",0.95,0.99,0.04
"7","CB",0.05,0.0836,0.0336
"8","CB",0.1,0.1392,0.0392
"9","CB",0.25,0.2864,0.0364
"10","CB",0.75,0.7468,-0.0032
"11","CB",0.9,0.866,-0.034
"12","CB",0.95,0.9148,-0.0352
"13","GR",0.05,0.0744,0.0244
"14","GR",0.1,0.1244,0.0244
"15","GR",0.25,0.2688,0.0188
"16","GR",0.75,0.7604,0.0104
"17","GR",0.9,0.8876,-0.0124
"18","GR",0.95,0.9292,-0.0208
"19","ML",0.05,0.3016,0.2516
"20","ML",0.1,0.3396,0.2396
"21","ML",0.25,0.4164,0.1664
"22","ML",0.75,0.601200000000001,-0.1488
"23","ML",0.9,0.6692,-0.2308
"24","ML",0.95,0.712,-0.238
