"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.0032
"[-5.76,-5.52)",0,4e-04,0,0.004
"[-5.52,-5.28)",4e-04,0,0,0.006
"[-5.28,-5.04)",0,4e-04,0.0012,0.006
"[-5.04,-4.8)",0,0,8e-04,0.0092
"[-4.8,-4.56)",0,8e-04,8e-04,0.0072
"[-4.56,-4.32)",0,0.0016,0,0.0108
"[-4.32,-4.08)",0,0.0024,0.0012,0.014
"[-4.08,-3.84)",4e-04,0.0012,0.0016,0.0132
"[-3.84,-3.6)",0,8e-04,0.002,0.0148
"[-3.6,-3.36)",4e-04,0.002,0.0016,0.0124
"[-3.36,-3.12)",4e-04,0.0048,0.0036,0.014
"[-3.12,-2.88)",8e-04,0.0048,0.0052,0.0132
"[-2.88,-2.64)",4e-04,0.0052,0.006,0.0176
"[-2.64,-2.4)",0.0012,0.0076,0.006,0.018
"[-2.4,-2.16)",0.002,0.0112,0.01,0.0212
"[-2.16,-1.92)",0.004,0.0176,0.0116,0.0212
"[-1.92,-1.68)",0.0084,0.018,0.0196,0.026
"[-1.68,-1.44)",0.0108,0.0316,0.0276,0.0228
"[-1.44,-1.2)",0.0072,0.0428,0.0376,0.028
"[-1.2,-0.96)",0.0424,0.0504,0.0536,0.0284
"[-0.96,-0.72)",0.0756,0.0656,0.0648,0.0348
"[-0.72,-0.48)",0.0996,0.0772,0.082,0.0296
"[-0.48,-0.24)",0.1472,0.094,0.0916,0.0336
"[-0.24,0)",0.136,0.082,0.0956,0.0284
"[0,0.24)",0.1352,0.0924,0.0944,0.038
"[0.24,0.48)",0.1324,0.0744,0.0824,0.0376
"[0.48,0.72)",0.0744,0.0676,0.0744,0.028
"[0.72,0.96)",0.0432,0.0576,0.058,0.0248
"[0.96,1.2)",0.0256,0.0416,0.0412,0.0292
"[1.2,1.44)",0.0164,0.0368,0.034,0.0276
"[1.44,1.68)",0.0272,0.0272,0.0228,0.0284
"[1.68,1.92)",0.0024,0.0228,0.0168,0.0232
"[1.92,2.16)",0.0028,0.0156,0.0136,0.0224
"[2.16,2.4)",8e-04,0.0144,0.0088,0.0204
"[2.4,2.64)",8e-04,0.006,0.0092,0.0156
"[2.64,2.88)",4e-04,0.006,0.0032,0.022
"[2.88,3.12)",4e-04,0.002,0.0036,0.0176
"[3.12,3.36)",4e-04,0.0028,0.0036,0.018
"[3.36,3.6)",0,0.0024,0.0016,0.012
"[3.6,3.84)",4e-04,0.002,0.0016,0.0116
"[3.84,4.08)",0,8e-04,0.0012,0.0088
"[4.08,4.32)",0,4e-04,8e-04,0.0068
"[4.32,4.56)",0,0.0016,0.002,0.0092
"[4.56,4.8)",0,0,4e-04,0.0088
"[4.8,5.04)",0,4e-04,8e-04,0.0072
"[5.04,5.28)",0,8e-04,4e-04,0.0044
"[5.28,5.52)",0,0,0,0.0072
"[5.52,5.76)",0,4e-04,4e-04,0.0056
"[5.76,6)",0,0,0,0.0032
