"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0284,-0.0216
"2","PM",0.1,0.0538,-0.0462
"3","PM",0.25,0.1472,-0.1028
"4","PM",0.75,0.7734,0.0234
"5","PM",0.9,0.9682,0.0682
"6","PM",0.95,0.9832,0.0332
"7","CB",0.05,0.0835999999999999,0.0336
"8","CB",0.1,0.1266,0.0266
"9","CB",0.25,0.24,-0.01
"10","CB",0.75,0.7212,-0.0288
"11","CB",0.9,0.9308,0.0308
"12","CB",0.95,0.9518,0.0018
"13","GR",0.05,0.0925999999999999,0.0426
"14","GR",0.1,0.133,0.033
"15","GR",0.25,0.2396,-0.0104
"16","GR",0.75,0.6924,-0.0576
"17","GR",0.9,0.9404,0.0404
"18","GR",0.95,0.9646,0.0146
"19","ML",0.05,0.1966,0.1466
"20","ML",0.1,0.2386,0.1386
"21","ML",0.25,0.3376,0.0876
"22","ML",0.75,0.6332,-0.1168
"23","ML",0.9,0.8384,-0.0616
"24","ML",0.95,0.8798,-0.0702
