"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.0012
"[-5.76,-5.52)",0,0,0,8e-04
"[-5.52,-5.28)",0,0,0,2e-04
"[-5.28,-5.04)",0,0,0,0.0016
"[-5.04,-4.8)",0,0,0,0.0016
"[-4.8,-4.56)",0,0,0,0.0026
"[-4.56,-4.32)",0,2e-04,0,0.0022
"[-4.32,-4.08)",0,0,0,0.002
"[-4.08,-3.84)",0,2e-04,0,0.0034
"[-3.84,-3.6)",0,0,2e-04,0.004
"[-3.6,-3.36)",0,4e-04,4e-04,0.005
"[-3.36,-3.12)",2e-04,8e-04,6e-04,0.0066
"[-3.12,-2.88)",0,8e-04,0.001,0.0086
"[-2.88,-2.64)",4e-04,0.0018,0.0026,0.0118
"[-2.64,-2.4)",2e-04,0.0032,0.0046,0.0108
"[-2.4,-2.16)",0.0014,0.0032,0.007,0.0164
"[-2.16,-1.92)",0.0018,0.0084,0.0096,0.0198
"[-1.92,-1.68)",0.0038,0.015,0.0148,0.0274
"[-1.68,-1.44)",0.007,0.0226,0.0226,0.0314
"[-1.44,-1.2)",0.0168,0.0336,0.036,0.0426
"[-1.2,-0.96)",0.0318,0.056,0.0522,0.0566
"[-0.96,-0.72)",0.0686,0.0788,0.0744,0.0674
"[-0.72,-0.48)",0.1148,0.101,0.0942,0.071
"[-0.48,-0.24)",0.145,0.1082,0.11,0.064
"[-0.24,0)",0.177,0.1226,0.1106,0.0748
"[0,0.24)",0.141,0.1114,0.1008,0.0638
"[0.24,0.48)",0.0964,0.0842,0.0834,0.055
"[0.48,0.72)",0.056,0.0658,0.0674,0.0432
"[0.72,0.96)",0.042,0.0372,0.0512,0.0348
"[0.96,1.2)",0.0252,0.0324,0.0398,0.036
"[1.2,1.44)",0.0194,0.0238,0.0308,0.0358
"[1.44,1.68)",0.0184,0.0178,0.0246,0.0312
"[1.68,1.92)",0.012,0.0152,0.0168,0.0262
"[1.92,2.16)",0.0076,0.0118,0.0144,0.0288
"[2.16,2.4)",0.0054,0.0138,0.011,0.0212
"[2.4,2.64)",0.0042,0.0082,0.0072,0.0164
"[2.64,2.88)",0.0018,0.0058,0.0046,0.0124
"[2.88,3.12)",0.001,0.0056,0.003,0.011
"[3.12,3.36)",2e-04,0.0038,0.0024,0.0078
"[3.36,3.6)",0,0.0028,0.001,0.0076
"[3.6,3.84)",2e-04,0.0016,4e-04,0.007
"[3.84,4.08)",0,0.0012,0,0.0048
"[4.08,4.32)",2e-04,2e-04,0,0.0036
"[4.32,4.56)",2e-04,0,2e-04,0.0026
"[4.56,4.8)",0,0,2e-04,0.0024
"[4.8,5.04)",0,2e-04,0,0.0022
"[5.04,5.28)",0,2e-04,0,0.0012
"[5.28,5.52)",0,0,0,0.001
"[5.52,5.76)",0,2e-04,0,0
"[5.76,6)",0,0,0,0.0014
