"","quantity","estimator","value"
"1","mean","PM",0.0130639851060423
"2","mean","CB",0.0130639851060423
"3","mean","GR",0.0131176745597282
"4","mean","ML",0.0106276113427824
"5","var","PM",0.707423252786955
"6","var","CB",0.991805161716247
"7","var","GR",0.97283667319439
"8","var","ML",1.4939900276917
"9","var","true",0.974344463475907
"10","SSEL","PM",0.28705241271985
"11","SSEL","CB",0.3116452344677
"12","SSEL","GR",0.32429084597568
"13","SSEL","ML",0.501752441239861
"14","WSSEL","PM",14.3526206359925
"15","WSSEL","CB",15.582261723385
"16","WSSEL","GR",16.214542298784
"17","WSSEL","ML",25.0876220619931
"18","ISEL","PM",0.0141110672099067
"19","ISEL","CB",0.0113635959577427
"20","ISEL","GR",0.00853006741370121
"21","ISEL","ML",0.0174243948125438
"22","SELrank","PM",0.0321830065359477
"23","SELrank","CB",0.0321830065359477
"24","SELrank","GR",0.0318186851211073
"25","SELrank","ML",0.0347469434832757
